,Column Name,Label,Table Name,Table Description
1134,S2701_C05_007E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!AGE!!45 to 54 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1135,S2701_C05_008E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!AGE!!55 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1136,S2701_C05_009E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!AGE!!65 to 74 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1137,S2701_C05_010E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!AGE!!75 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
1138,S2701_C05_011E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!AGE!!Under 19 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1139,S2701_C05_012E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!AGE!!19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1140,S2701_C05_013E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!AGE!!65 years and older,S2701,HEALTH INSURANCE COVERAGE STATUS
1141,S2701_C05_014E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!SEX!!Male,S2701,HEALTH INSURANCE COVERAGE STATUS
1142,S2701_C05_015E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!SEX!!Female,S2701,HEALTH INSURANCE COVERAGE STATUS
1143,S2701_C05_016E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1144,S2701_C05_017E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1145,S2701_C05_018E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1146,S2701_C05_019E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1147,S2701_C05_020E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1148,S2701_C05_021E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone,S2701,HEALTH INSURANCE COVERAGE STATUS
1149,S2701_C05_022E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,S2701,HEALTH INSURANCE COVERAGE STATUS
1150,S2701_C05_023E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino (of any race),S2701,HEALTH INSURANCE COVERAGE STATUS
1151,S2701_C05_024E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",S2701,HEALTH INSURANCE COVERAGE STATUS
1152,S2701_C05_025E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households,S2701,HEALTH INSURANCE COVERAGE STATUS
1153,S2701_C05_026E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In married couple families,S2701,HEALTH INSURANCE COVERAGE STATUS
1154,S2701_C05_027E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families,S2701,HEALTH INSURANCE COVERAGE STATUS
1155,S2701_C05_028E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families!!Male reference person, no spouse present",S2701,HEALTH INSURANCE COVERAGE STATUS
1156,S2701_C05_029E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female reference person, no spouse present",S2701,HEALTH INSURANCE COVERAGE STATUS
1157,S2701_C05_030E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements,S2701,HEALTH INSURANCE COVERAGE STATUS
1158,S2701_C05_031E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born,S2701,HEALTH INSURANCE COVERAGE STATUS
1159,S2701_C05_032E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born,S2701,HEALTH INSURANCE COVERAGE STATUS
1160,S2701_C05_033E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Naturalized,S2701,HEALTH INSURANCE COVERAGE STATUS
1161,S2701_C05_034E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born!!Not a citizen,S2701,HEALTH INSURANCE COVERAGE STATUS
1162,S2701_C05_035E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!DISABILITY STATUS!!With a disability,S2701,HEALTH INSURANCE COVERAGE STATUS
1163,S2701_C05_036E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!DISABILITY STATUS!!No disability,S2701,HEALTH INSURANCE COVERAGE STATUS
1164,S2701_C05_037E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over,S2701,HEALTH INSURANCE COVERAGE STATUS
1165,S2701_C05_038E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Less than high school graduate,S2701,HEALTH INSURANCE COVERAGE STATUS
1166,S2701_C05_039E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!High school graduate (includes equivalency),S2701,HEALTH INSURANCE COVERAGE STATUS
1167,S2701_C05_040E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Some college or associate's degree,S2701,HEALTH INSURANCE COVERAGE STATUS
1168,S2701_C05_041E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EDUCATIONAL ATTAINMENT!!Civilian noninstitutionalized population 26 years and over!!Bachelor's degree or higher,S2701,HEALTH INSURANCE COVERAGE STATUS
1169,S2701_C05_042E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1170,S2701_C05_043E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force,S2701,HEALTH INSURANCE COVERAGE STATUS
1171,S2701_C05_044E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed,S2701,HEALTH INSURANCE COVERAGE STATUS
1172,S2701_C05_045E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed,S2701,HEALTH INSURANCE COVERAGE STATUS
1173,S2701_C05_046E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force,S2701,HEALTH INSURANCE COVERAGE STATUS
1174,S2701_C05_047E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years,S2701,HEALTH INSURANCE COVERAGE STATUS
1175,S2701_C05_048E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked full-time, year round in the past 12 months",S2701,HEALTH INSURANCE COVERAGE STATUS
1176,S2701_C05_049E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked less than full-time, year round in the past 12 months",S2701,HEALTH INSURANCE COVERAGE STATUS
1177,S2701_C05_050E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Did not work,S2701,HEALTH INSURANCE COVERAGE STATUS
1178,S2701_C05_051E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population,S2701,HEALTH INSURANCE COVERAGE STATUS
1179,S2701_C05_052E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!Under $25,000",S2701,HEALTH INSURANCE COVERAGE STATUS
1180,S2701_C05_053E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$25,000 to $49,999",S2701,HEALTH INSURANCE COVERAGE STATUS
1181,S2701_C05_054E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$50,000 to $74,999",S2701,HEALTH INSURANCE COVERAGE STATUS
1182,S2701_C05_055E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$75,000 to $99,999",S2701,HEALTH INSURANCE COVERAGE STATUS
1183,S2701_C05_056E,"Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!HOUSEHOLD INCOME (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total household population!!$100,000 and over",S2701,HEALTH INSURANCE COVERAGE STATUS
1184,S2701_C05_057E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined,S2701,HEALTH INSURANCE COVERAGE STATUS
1185,S2701_C05_058E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 138 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1186,S2701_C05_059E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!138 to 399 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1187,S2701_C05_060E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!At or above 400 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1188,S2701_C05_061E,Estimate!!Percent Uninsured!!Civilian noninstitutionalized population!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined!!Below 100 percent of the poverty threshold,S2701,HEALTH INSURANCE COVERAGE STATUS
1189,S0802_C01_001E,Estimate!!Total!!Workers 16 years and over,S0802,MEANS OF COMMUTE
1190,S0802_C01_002E,Estimate!!Total!!Workers 16 years and over!!AGE!!16 to 19 years,S0802,MEANS OF COMMUTE
1191,S0802_C01_003E,Estimate!!Total!!Workers 16 years and over!!AGE!!20 to 24 years,S0802,MEANS OF COMMUTE
1192,S0802_C01_004E,Estimate!!Total!!Workers 16 years and over!!AGE!!25 to 44 years,S0802,MEANS OF COMMUTE
1193,S0802_C01_005E,Estimate!!Total!!Workers 16 years and over!!AGE!!45 to 54 years,S0802,MEANS OF COMMUTE
1194,S0802_C01_006E,Estimate!!Total!!Workers 16 years and over!!AGE!!55 to 59 years,S0802,MEANS OF COMMUTE
1195,S0802_C01_007E,Estimate!!Total!!Workers 16 years and over!!AGE!!60 years and over,S0802,MEANS OF COMMUTE
1196,S0802_C01_008E,Estimate!!Total!!Workers 16 years and over!!AGE!!Median age (years),S0802,MEANS OF COMMUTE
1197,S0802_C01_009E,Estimate!!Total!!Workers 16 years and over!!SEX!!Male,S0802,MEANS OF COMMUTE
1198,S0802_C01_010E,Estimate!!Total!!Workers 16 years and over!!SEX!!Female,S0802,MEANS OF COMMUTE
1199,S0802_C01_011E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,S0802,MEANS OF COMMUTE
1200,S0802_C01_012E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,S0802,MEANS OF COMMUTE
1201,S0802_C01_013E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,S0802,MEANS OF COMMUTE
1202,S0802_C01_014E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,S0802,MEANS OF COMMUTE
1203,S0802_C01_015E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,S0802,MEANS OF COMMUTE
1204,S0802_C01_016E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,S0802,MEANS OF COMMUTE
1205,S0802_C01_017E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,S0802,MEANS OF COMMUTE
1206,S0802_C01_018E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,S0802,MEANS OF COMMUTE
1207,S0802_C01_019E,Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),S0802,MEANS OF COMMUTE
1208,S0802_C01_020E,"Estimate!!Total!!Workers 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",S0802,MEANS OF COMMUTE
1209,S0802_C01_021E,Estimate!!Total!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Native,S0802,MEANS OF COMMUTE
1210,S0802_C01_022E,Estimate!!Total!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born,S0802,MEANS OF COMMUTE
1211,S0802_C01_023E,Estimate!!Total!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen,S0802,MEANS OF COMMUTE
1212,S0802_C01_024E,Estimate!!Total!!Workers 16 years and over!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Not a U.S. citizen,S0802,MEANS OF COMMUTE
1213,S0802_C01_025E,Estimate!!Total!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English,S0802,MEANS OF COMMUTE
1214,S0802_C01_026E,"Estimate!!Total!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English very well""""",S0802,MEANS OF COMMUTE
1215,S0802_C01_027E,"Estimate!!Total!!Workers 16 years and over!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Speak language other than English!!Speak English less than very well""""",S0802,MEANS OF COMMUTE
1216,S0802_C01_028E,Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings,S0802,MEANS OF COMMUTE
1217,S0802_C01_029E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$1 to $9,999 or loss",S0802,MEANS OF COMMUTE
1218,S0802_C01_030E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$10,000 to $14,999",S0802,MEANS OF COMMUTE
1219,S0802_C01_031E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$15,000 to $24,999",S0802,MEANS OF COMMUTE
1220,S0802_C01_032E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$25,000 to $34,999",S0802,MEANS OF COMMUTE
1221,S0802_C01_033E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$35,000 to $49,999",S0802,MEANS OF COMMUTE
1222,S0802_C01_034E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$50,000 to $64,999",S0802,MEANS OF COMMUTE
1223,S0802_C01_035E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$65,000 to $74,999",S0802,MEANS OF COMMUTE
1224,S0802_C01_036E,"Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!$75,000 or more",S0802,MEANS OF COMMUTE
1225,S0802_C01_037E,Estimate!!Total!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR WORKERS!!Workers 16 years and over with earnings!!Median earnings (dollars),S0802,MEANS OF COMMUTE
1226,S0802_C01_038E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined,S0802,MEANS OF COMMUTE
1227,S0802_C01_039E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!Below 100 percent of the poverty level,S0802,MEANS OF COMMUTE
1228,S0802_C01_040E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!100 to 149 percent of the poverty level,S0802,MEANS OF COMMUTE
1229,S0802_C01_041E,Estimate!!Total!!POVERTY STATUS IN THE PAST 12 MONTHS!!Workers 16 years and over for whom poverty status is determined!!At or above 150 percent of the poverty level,S0802,MEANS OF COMMUTE
1230,S0802_C01_042E,Estimate!!Total!!Workers 16 years and over,S0802,MEANS OF COMMUTE
1231,S0802_C01_043E,"Estimate!!Total!!Workers 16 years and over!!OCCUPATION!!Management, business, science, and arts occupations",S0802,MEANS OF COMMUTE
1232,S0802_C01_044E,Estimate!!Total!!Workers 16 years and over!!OCCUPATION!!Service occupations,S0802,MEANS OF COMMUTE
1233,S0802_C01_045E,Estimate!!Total!!Workers 16 years and over!!OCCUPATION!!Sales and office occupations,S0802,MEANS OF COMMUTE
1234,S0802_C01_046E,"Estimate!!Total!!Workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations",S0802,MEANS OF COMMUTE
1235,S0802_C01_047E,"Estimate!!Total!!Workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations",S0802,MEANS OF COMMUTE
1236,S0802_C01_048E,Estimate!!Total!!Workers 16 years and over!!OCCUPATION!!Military specific occupations,S0802,MEANS OF COMMUTE
1237,S0802_C01_049E,"Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",S0802,MEANS OF COMMUTE
1238,S0802_C01_050E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Construction,S0802,MEANS OF COMMUTE
1239,S0802_C01_051E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Manufacturing,S0802,MEANS OF COMMUTE
1240,S0802_C01_052E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Wholesale trade,S0802,MEANS OF COMMUTE
1241,S0802_C01_053E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Retail trade,S0802,MEANS OF COMMUTE
1242,S0802_C01_054E,"Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Transportation and warehousing, and utilities",S0802,MEANS OF COMMUTE
1243,S0802_C01_055E,"Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Information and finance and insurance, and real estate and rental and leasing",S0802,MEANS OF COMMUTE
1244,S0802_C01_056E,"Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Professional, scientific, management, and administrative and waste management services",S0802,MEANS OF COMMUTE
1245,S0802_C01_057E,"Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Educational services, and health care and social assistance",S0802,MEANS OF COMMUTE
1246,S0802_C01_058E,"Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services",S0802,MEANS OF COMMUTE
1247,S0802_C01_059E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Other services (except public administration),S0802,MEANS OF COMMUTE
1248,S0802_C01_060E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Public administration,S0802,MEANS OF COMMUTE
1249,S0802_C01_061E,Estimate!!Total!!Workers 16 years and over!!INDUSTRY!!Armed forces,S0802,MEANS OF COMMUTE
1250,S0802_C01_062E,Estimate!!Total!!Workers 16 years and over!!CLASS OF WORKER!!Private wage and salary workers,S0802,MEANS OF COMMUTE
1251,S0802_C01_063E,Estimate!!Total!!Workers 16 years and over!!CLASS OF WORKER!!Government workers,S0802,MEANS OF COMMUTE
1252,S0802_C01_064E,Estimate!!Total!!Workers 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business,S0802,MEANS OF COMMUTE
1253,S0802_C01_065E,Estimate!!Total!!Workers 16 years and over!!CLASS OF WORKER!!Unpaid family workers,S0802,MEANS OF COMMUTE
1254,S0802_C01_066E,Estimate!!Total!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence,S0802,MEANS OF COMMUTE
1255,S0802_C01_067E,Estimate!!Total!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence,S0802,MEANS OF COMMUTE
1256,S0802_C01_068E,Estimate!!Total!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence,S0802,MEANS OF COMMUTE
1257,S0802_C01_069E,Estimate!!Total!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence,S0802,MEANS OF COMMUTE
1258,S0802_C01_070E,Estimate!!Total!!Workers 16 years and over who did not work from home,S0802,MEANS OF COMMUTE
1259,S0802_C01_071E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m.,S0802,MEANS OF COMMUTE
1260,S0802_C01_072E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m.,S0802,MEANS OF COMMUTE
1261,S0802_C01_073E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m.,S0802,MEANS OF COMMUTE
1262,S0802_C01_074E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m.,S0802,MEANS OF COMMUTE
1263,S0802_C01_075E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m.,S0802,MEANS OF COMMUTE
1264,S0802_C01_076E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m.,S0802,MEANS OF COMMUTE
1265,S0802_C01_077E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m.,S0802,MEANS OF COMMUTE
1266,S0802_C01_078E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m.,S0802,MEANS OF COMMUTE
1267,S0802_C01_079E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m.,S0802,MEANS OF COMMUTE
1268,S0802_C01_080E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m.,S0802,MEANS OF COMMUTE
1269,S0802_C01_081E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes,S0802,MEANS OF COMMUTE
1270,S0802_C01_082E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes,S0802,MEANS OF COMMUTE
1271,S0802_C01_083E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes,S0802,MEANS OF COMMUTE
1272,S0802_C01_084E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes,S0802,MEANS OF COMMUTE
1273,S0802_C01_085E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes,S0802,MEANS OF COMMUTE
1274,S0802_C01_086E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes,S0802,MEANS OF COMMUTE
1275,S0802_C01_087E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes,S0802,MEANS OF COMMUTE
1276,S0802_C01_088E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes,S0802,MEANS OF COMMUTE
1277,S0802_C01_089E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes,S0802,MEANS OF COMMUTE
1278,S0802_C01_090E,Estimate!!Total!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),S0802,MEANS OF COMMUTE
1279,S0802_C01_091E,Estimate!!Total!!Workers 16 years and over in households,S0802,MEANS OF COMMUTE
1280,S0802_C01_092E,Estimate!!Total!!Workers 16 years and over in households!!HOUSING TENURE!!Owner-occupied housing units,S0802,MEANS OF COMMUTE
1281,S0802_C01_093E,Estimate!!Total!!Workers 16 years and over in households!!HOUSING TENURE!!Renter-occupied housing units,S0802,MEANS OF COMMUTE
1282,S0802_C01_094E,Estimate!!Total!!Workers 16 years and over in households!!VEHICLES AVAILABLE!!No vehicle available,S0802,MEANS OF COMMUTE
