,Data Month,FIPS,State,State Name,County Name,Oct22 ACP Total Households
30179,2022-10-01,18063,IN,INDIANA,HENDRICKS COUNTY,3089
30180,2022-10-01,18065,IN,INDIANA,HENRY COUNTY,2219
30181,2022-10-01,18067,IN,INDIANA,HOWARD COUNTY,4441
30182,2022-10-01,18069,IN,INDIANA,HUNTINGTON COUNTY,1073
30183,2022-10-01,18071,IN,INDIANA,JACKSON COUNTY,1439
30184,2022-10-01,18073,IN,INDIANA,JASPER COUNTY,630
30185,2022-10-01,18075,IN,INDIANA,JAY COUNTY,679
30186,2022-10-01,18077,IN,INDIANA,JEFFERSON COUNTY,1514
30187,2022-10-01,18079,IN,INDIANA,JENNINGS COUNTY,1029
30188,2022-10-01,18081,IN,INDIANA,JOHNSON COUNTY,3288
30189,2022-10-01,18083,IN,INDIANA,KNOX COUNTY,1600
30190,2022-10-01,18085,IN,INDIANA,KOSCIUSKO COUNTY,1582
30191,2022-10-01,18087,IN,INDIANA,LAGRANGE COUNTY,341
30192,2022-10-01,18089,IN,INDIANA,LAKE COUNTY,21574
30193,2022-10-01,18091,IN,INDIANA,LAPORTE COUNTY,4338
30194,2022-10-01,18093,IN,INDIANA,LAWRENCE COUNTY,1742
30195,2022-10-01,18095,IN,INDIANA,MADISON COUNTY,7297
30196,2022-10-01,18097,IN,INDIANA,MARION COUNTY,70043
30197,2022-10-01,18099,IN,INDIANA,MARSHALL COUNTY,908
30198,2022-10-01,18101,IN,INDIANA,MARTIN COUNTY,266
30199,2022-10-01,18103,IN,INDIANA,MIAMI COUNTY,1379
30200,2022-10-01,18105,IN,INDIANA,MONROE COUNTY,4170
30201,2022-10-01,18107,IN,INDIANA,MONTGOMERY COUNTY,1045
30202,2022-10-01,18109,IN,INDIANA,MORGAN COUNTY,1950
30203,2022-10-01,18111,IN,INDIANA,NEWTON COUNTY,277
30204,2022-10-01,18113,IN,INDIANA,NOBLE COUNTY,990
30205,2022-10-01,18115,IN,INDIANA,OHIO COUNTY,112
30206,2022-10-01,18117,IN,INDIANA,ORANGE COUNTY,550
30207,2022-10-01,18119,IN,INDIANA,OWEN COUNTY,573
30208,2022-10-01,18121,IN,INDIANA,PARKE COUNTY,373
30209,2022-10-01,18123,IN,INDIANA,PERRY COUNTY,571
30210,2022-10-01,18125,IN,INDIANA,PIKE COUNTY,297
30211,2022-10-01,18127,IN,INDIANA,PORTER COUNTY,3440
30212,2022-10-01,18129,IN,INDIANA,POSEY COUNTY,876
30213,2022-10-01,18131,IN,INDIANA,PULASKI COUNTY,246
30214,2022-10-01,18133,IN,INDIANA,PUTNAM COUNTY,954
30215,2022-10-01,18135,IN,INDIANA,RANDOLPH COUNTY,1099
30216,2022-10-01,18137,IN,INDIANA,RIPLEY COUNTY,596
30217,2022-10-01,18139,IN,INDIANA,RUSH COUNTY,561
30218,2022-10-01,18141,IN,INDIANA,ST. JOSEPH COUNTY,10984
30219,2022-10-01,18143,IN,INDIANA,SCOTT COUNTY,2022
30220,2022-10-01,18145,IN,INDIANA,SHELBY COUNTY,1560
30221,2022-10-01,18147,IN,INDIANA,SPENCER COUNTY,563
30222,2022-10-01,18149,IN,INDIANA,STARKE COUNTY,785
30223,2022-10-01,18151,IN,INDIANA,STEUBEN COUNTY,683
30224,2022-10-01,18153,IN,INDIANA,SULLIVAN COUNTY,658
30225,2022-10-01,18155,IN,INDIANA,SWITZERLAND COUNTY,359
30226,2022-10-01,18157,IN,INDIANA,TIPPECANOE COUNTY,5163
30227,2022-10-01,18159,IN,INDIANA,TIPTON COUNTY,288
30228,2022-10-01,18161,IN,INDIANA,UNION COUNTY,215
30229,2022-10-01,18163,IN,INDIANA,VANDERBURGH COUNTY,14615
30230,2022-10-01,18165,IN,INDIANA,VERMILLION COUNTY,510
30231,2022-10-01,18167,IN,INDIANA,VIGO COUNTY,9551
30232,2022-10-01,18169,IN,INDIANA,WABASH COUNTY,823
30233,2022-10-01,18171,IN,INDIANA,WARREN COUNTY,146
30234,2022-10-01,18173,IN,INDIANA,WARRICK COUNTY,1976
30235,2022-10-01,18175,IN,INDIANA,WASHINGTON COUNTY,1270
30236,2022-10-01,18177,IN,INDIANA,WAYNE COUNTY,3819
30237,2022-10-01,18179,IN,INDIANA,WELLS COUNTY,589
30238,2022-10-01,18181,IN,INDIANA,WHITE COUNTY,615
30239,2022-10-01,18183,IN,INDIANA,WHITLEY COUNTY,518
30240,2022-10-01,18,IN,INDIANA,**NOT AVAILABLE**,108
30241,2022-10-01,19001,IA,IOWA,ADAIR COUNTY,148
30242,2022-10-01,19003,IA,IOWA,ADAMS COUNTY,30
30243,2022-10-01,19005,IA,IOWA,ALLAMAKEE COUNTY,118
30244,2022-10-01,19007,IA,IOWA,APPANOOSE COUNTY,447
30245,2022-10-01,19009,IA,IOWA,AUDUBON COUNTY,111
30246,2022-10-01,19011,IA,IOWA,BENTON COUNTY,380
30247,2022-10-01,19013,IA,IOWA,BLACK HAWK COUNTY,4153
30248,2022-10-01,19015,IA,IOWA,BOONE COUNTY,394
30249,2022-10-01,19017,IA,IOWA,BREMER COUNTY,225
30250,2022-10-01,19019,IA,IOWA,BUCHANAN COUNTY,220
30251,2022-10-01,19021,IA,IOWA,BUENA VISTA COUNTY,266
30252,2022-10-01,19023,IA,IOWA,BUTLER COUNTY,137
30253,2022-10-01,19025,IA,IOWA,CALHOUN COUNTY,190
30254,2022-10-01,19027,IA,IOWA,CARROLL COUNTY,248
30255,2022-10-01,19029,IA,IOWA,CASS COUNTY,239
30256,2022-10-01,19031,IA,IOWA,CEDAR COUNTY,233
30257,2022-10-01,19033,IA,IOWA,CERRO GORDO COUNTY,1206
30258,2022-10-01,19035,IA,IOWA,CHEROKEE COUNTY,126
30259,2022-10-01,19037,IA,IOWA,CHICKASAW COUNTY,157
30260,2022-10-01,19039,IA,IOWA,CLARKE COUNTY,257
30261,2022-10-01,19041,IA,IOWA,CLAY COUNTY,327
30262,2022-10-01,19043,IA,IOWA,CLAYTON COUNTY,176
30263,2022-10-01,19045,IA,IOWA,CLINTON COUNTY,1946
30264,2022-10-01,19047,IA,IOWA,CRAWFORD COUNTY,177
30265,2022-10-01,19049,IA,IOWA,DALLAS COUNTY,853
30266,2022-10-01,19051,IA,IOWA,DAVIS COUNTY,112
30267,2022-10-01,19053,IA,IOWA,DECATUR COUNTY,172
30268,2022-10-01,19055,IA,IOWA,DELAWARE COUNTY,242
30269,2022-10-01,19057,IA,IOWA,DES MOINES COUNTY,1706
30270,2022-10-01,19059,IA,IOWA,DICKINSON COUNTY,174
30271,2022-10-01,19061,IA,IOWA,DUBUQUE COUNTY,2291
30272,2022-10-01,19063,IA,IOWA,EMMET COUNTY,146
30273,2022-10-01,19065,IA,IOWA,FAYETTE COUNTY,383
30274,2022-10-01,19067,IA,IOWA,FLOYD COUNTY,375
30275,2022-10-01,19069,IA,IOWA,FRANKLIN COUNTY,128
30276,2022-10-01,19071,IA,IOWA,FREMONT COUNTY,101
30277,2022-10-01,19073,IA,IOWA,GREENE COUNTY,216
30278,2022-10-01,19075,IA,IOWA,GRUNDY COUNTY,108
30279,2022-10-01,19077,IA,IOWA,GUTHRIE COUNTY,150
30280,2022-10-01,19079,IA,IOWA,HAMILTON COUNTY,202
30281,2022-10-01,19081,IA,IOWA,HANCOCK COUNTY,122
30282,2022-10-01,19083,IA,IOWA,HARDIN COUNTY,275
30283,2022-10-01,19085,IA,IOWA,HARRISON COUNTY,250
30284,2022-10-01,19087,IA,IOWA,HENRY COUNTY,446
30285,2022-10-01,19089,IA,IOWA,HOWARD COUNTY,163
30286,2022-10-01,19091,IA,IOWA,HUMBOLDT COUNTY,124
30287,2022-10-01,19093,IA,IOWA,IDA COUNTY,104
30288,2022-10-01,19095,IA,IOWA,IOWA COUNTY,182
30289,2022-10-01,19097,IA,IOWA,JACKSON COUNTY,336
30290,2022-10-01,19099,IA,IOWA,JASPER COUNTY,1003
30291,2022-10-01,19101,IA,IOWA,JEFFERSON COUNTY,511
30292,2022-10-01,19103,IA,IOWA,JOHNSON COUNTY,2806
30293,2022-10-01,19105,IA,IOWA,JONES COUNTY,289
30294,2022-10-01,19107,IA,IOWA,KEOKUK COUNTY,221
30295,2022-10-01,19109,IA,IOWA,KOSSUTH COUNTY,162
30296,2022-10-01,19111,IA,IOWA,LEE COUNTY,1351
30297,2022-10-01,19113,IA,IOWA,LINN COUNTY,5679
30298,2022-10-01,19115,IA,IOWA,LOUISA COUNTY,220
30299,2022-10-01,19117,IA,IOWA,LUCAS COUNTY,191
30300,2022-10-01,19119,IA,IOWA,LYON COUNTY,62
30301,2022-10-01,19121,IA,IOWA,MADISON COUNTY,175
30302,2022-10-01,19123,IA,IOWA,MAHASKA COUNTY,494
30303,2022-10-01,19125,IA,IOWA,MARION COUNTY,632
30304,2022-10-01,19127,IA,IOWA,MARSHALL COUNTY,1042
30305,2022-10-01,19129,IA,IOWA,MILLS COUNTY,169
30306,2022-10-01,19131,IA,IOWA,MITCHELL COUNTY,110
30307,2022-10-01,19133,IA,IOWA,MONONA COUNTY,123
30308,2022-10-01,19135,IA,IOWA,MONROE COUNTY,159
30309,2022-10-01,19137,IA,IOWA,MONTGOMERY COUNTY,141
30310,2022-10-01,19139,IA,IOWA,MUSCATINE COUNTY,1200
30311,2022-10-01,19141,IA,IOWA,O'BRIEN COUNTY,178
30312,2022-10-01,19143,IA,IOWA,OSCEOLA COUNTY,63
30313,2022-10-01,19145,IA,IOWA,PAGE COUNTY,248
30314,2022-10-01,19147,IA,IOWA,PALO ALTO COUNTY,134
30315,2022-10-01,19149,IA,IOWA,PLYMOUTH COUNTY,248
30316,2022-10-01,19151,IA,IOWA,POCAHONTAS COUNTY,161
30317,2022-10-01,19153,IA,IOWA,POLK COUNTY,13244
30318,2022-10-01,19155,IA,IOWA,POTTAWATTAMIE COUNTY,4203
30319,2022-10-01,19157,IA,IOWA,POWESHIEK COUNTY,436
30320,2022-10-01,19159,IA,IOWA,RINGGOLD COUNTY,88
30321,2022-10-01,19161,IA,IOWA,SAC COUNTY,118
30322,2022-10-01,19163,IA,IOWA,SCOTT COUNTY,6129
30323,2022-10-01,19165,IA,IOWA,SHELBY COUNTY,129
30324,2022-10-01,19167,IA,IOWA,SIOUX COUNTY,109
30325,2022-10-01,19169,IA,IOWA,STORY COUNTY,925
30326,2022-10-01,19171,IA,IOWA,TAMA COUNTY,345
30327,2022-10-01,19173,IA,IOWA,TAYLOR COUNTY,61
30328,2022-10-01,19175,IA,IOWA,UNION COUNTY,367
30329,2022-10-01,19177,IA,IOWA,VAN BUREN COUNTY,134
30330,2022-10-01,19179,IA,IOWA,WAPELLO COUNTY,1353
30331,2022-10-01,19181,IA,IOWA,WARREN COUNTY,621
30332,2022-10-01,19183,IA,IOWA,WASHINGTON COUNTY,406
30333,2022-10-01,19185,IA,IOWA,WAYNE COUNTY,108
30334,2022-10-01,19187,IA,IOWA,WEBSTER COUNTY,1224
30335,2022-10-01,19189,IA,IOWA,WINNEBAGO COUNTY,172
30336,2022-10-01,19191,IA,IOWA,WINNESHIEK COUNTY,161
30337,2022-10-01,19193,IA,IOWA,WOODBURY COUNTY,3347
30338,2022-10-01,19195,IA,IOWA,WORTH COUNTY,104
30339,2022-10-01,19197,IA,IOWA,WRIGHT COUNTY,182
30340,2022-10-01,19,IA,IOWA,**NOT AVAILABLE**,32
30341,2022-10-01,20001,KS,KANSAS,ALLEN COUNTY,557
30342,2022-10-01,20003,KS,KANSAS,ANDERSON COUNTY,97
30343,2022-10-01,20005,KS,KANSAS,ATCHISON COUNTY,416
30344,2022-10-01,20007,KS,KANSAS,BARBER COUNTY,44
30345,2022-10-01,20009,KS,KANSAS,BARTON COUNTY,839
30346,2022-10-01,20011,KS,KANSAS,BOURBON COUNTY,342
30347,2022-10-01,20013,KS,KANSAS,BROWN COUNTY,204
30348,2022-10-01,20015,KS,KANSAS,BUTLER COUNTY,1596
30349,2022-10-01,20017,KS,KANSAS,CHASE COUNTY,23
30350,2022-10-01,20019,KS,KANSAS,CHAUTAUQUA COUNTY,68
30351,2022-10-01,20021,KS,KANSAS,CHEROKEE COUNTY,501
30352,2022-10-01,20023,KS,KANSAS,CHEYENNE COUNTY,11
30353,2022-10-01,20025,KS,KANSAS,CLARK COUNTY,18
30354,2022-10-01,20027,KS,KANSAS,CLAY COUNTY,115
30355,2022-10-01,20029,KS,KANSAS,CLOUD COUNTY,144
30356,2022-10-01,20031,KS,KANSAS,COFFEY COUNTY,99
30357,2022-10-01,20033,KS,KANSAS,COMANCHE COUNTY,14
30358,2022-10-01,20035,KS,KANSAS,COWLEY COUNTY,1433
30359,2022-10-01,20037,KS,KANSAS,CRAWFORD COUNTY,1612
30360,2022-10-01,20039,KS,KANSAS,DECATUR COUNTY,13
30361,2022-10-01,20041,KS,KANSAS,DICKINSON COUNTY,407
30362,2022-10-01,20043,KS,KANSAS,DONIPHAN COUNTY,96
30363,2022-10-01,20045,KS,KANSAS,DOUGLAS COUNTY,1459
30364,2022-10-01,20047,KS,KANSAS,EDWARDS COUNTY,86
30365,2022-10-01,20049,KS,KANSAS,ELK COUNTY,46
30366,2022-10-01,20051,KS,KANSAS,ELLIS COUNTY,258
30367,2022-10-01,20053,KS,KANSAS,ELLSWORTH COUNTY,76
30368,2022-10-01,20055,KS,KANSAS,FINNEY COUNTY,1031
30369,2022-10-01,20057,KS,KANSAS,FORD COUNTY,809
30370,2022-10-01,20059,KS,KANSAS,FRANKLIN COUNTY,402
30371,2022-10-01,20061,KS,KANSAS,GEARY COUNTY,1277
30372,2022-10-01,20063,KS,KANSAS,GOVE COUNTY,10
30373,2022-10-01,20065,KS,KANSAS,GRAHAM COUNTY,27
30374,2022-10-01,20067,KS,KANSAS,GRANT COUNTY,59
30375,2022-10-01,20069,KS,KANSAS,GRAY COUNTY,35
30376,2022-10-01,20071,KS,KANSAS,GREELEY COUNTY,5
30377,2022-10-01,20073,KS,KANSAS,GREENWOOD COUNTY,115
30378,2022-10-01,20075,KS,KANSAS,HAMILTON COUNTY,6
30379,2022-10-01,20077,KS,KANSAS,HARPER COUNTY,73
30380,2022-10-01,20079,KS,KANSAS,HARVEY COUNTY,1103
30381,2022-10-01,20081,KS,KANSAS,HASKELL COUNTY,15
30382,2022-10-01,20083,KS,KANSAS,HODGEMAN COUNTY,24
30383,2022-10-01,20085,KS,KANSAS,JACKSON COUNTY,272
30384,2022-10-01,20087,KS,KANSAS,JEFFERSON COUNTY,213
30385,2022-10-01,20089,KS,KANSAS,JEWELL COUNTY,43
30386,2022-10-01,20091,KS,KANSAS,JOHNSON COUNTY,7548
30387,2022-10-01,20093,KS,KANSAS,KEARNY COUNTY,27
30388,2022-10-01,20095,KS,KANSAS,KINGMAN COUNTY,170
30389,2022-10-01,20097,KS,KANSAS,KIOWA COUNTY,64
30390,2022-10-01,20099,KS,KANSAS,LABETTE COUNTY,607
30391,2022-10-01,20101,KS,KANSAS,LANE COUNTY,9
30392,2022-10-01,20103,KS,KANSAS,LEAVENWORTH COUNTY,2087
30393,2022-10-01,20105,KS,KANSAS,LINCOLN COUNTY,39
30394,2022-10-01,20107,KS,KANSAS,LINN COUNTY,137
30395,2022-10-01,20109,KS,KANSAS,LOGAN COUNTY,9
30396,2022-10-01,20111,KS,KANSAS,LYON COUNTY,554
30397,2022-10-01,20113,KS,KANSAS,MCPHERSON COUNTY,616
30398,2022-10-01,20115,KS,KANSAS,MARION COUNTY,145
30399,2022-10-01,20117,KS,KANSAS,MARSHALL COUNTY,117
30400,2022-10-01,20119,KS,KANSAS,MEADE COUNTY,33
30401,2022-10-01,20121,KS,KANSAS,MIAMI COUNTY,255
30402,2022-10-01,20123,KS,KANSAS,MITCHELL COUNTY,106
30403,2022-10-01,20125,KS,KANSAS,MONTGOMERY COUNTY,1409
30404,2022-10-01,20127,KS,KANSAS,MORRIS COUNTY,38
30405,2022-10-01,20129,KS,KANSAS,MORTON COUNTY,19
30406,2022-10-01,20131,KS,KANSAS,NEMAHA COUNTY,85
30407,2022-10-01,20133,KS,KANSAS,NEOSHO COUNTY,384
30408,2022-10-01,20135,KS,KANSAS,NESS COUNTY,40
30409,2022-10-01,20137,KS,KANSAS,NORTON COUNTY,44
30410,2022-10-01,20139,KS,KANSAS,OSAGE COUNTY,251
30411,2022-10-01,20141,KS,KANSAS,OSBORNE COUNTY,50
30412,2022-10-01,20143,KS,KANSAS,OTTAWA COUNTY,63
30413,2022-10-01,20145,KS,KANSAS,PAWNEE COUNTY,170
30414,2022-10-01,20147,KS,KANSAS,PHILLIPS COUNTY,30
30415,2022-10-01,20149,KS,KANSAS,POTTAWATOMIE COUNTY,210
30416,2022-10-01,20151,KS,KANSAS,PRATT COUNTY,315
30417,2022-10-01,20153,KS,KANSAS,RAWLINS COUNTY,7
30418,2022-10-01,20155,KS,KANSAS,RENO COUNTY,3046
30419,2022-10-01,20157,KS,KANSAS,REPUBLIC COUNTY,56
30420,2022-10-01,20159,KS,KANSAS,RICE COUNTY,282
30421,2022-10-01,20161,KS,KANSAS,RILEY COUNTY,1999
30422,2022-10-01,20163,KS,KANSAS,ROOKS COUNTY,41
30423,2022-10-01,20165,KS,KANSAS,RUSH COUNTY,75
30424,2022-10-01,20167,KS,KANSAS,RUSSELL COUNTY,86
30425,2022-10-01,20169,KS,KANSAS,SALINE COUNTY,2538
30426,2022-10-01,20171,KS,KANSAS,SCOTT COUNTY,33
30427,2022-10-01,20173,KS,KANSAS,SEDGWICK COUNTY,21532
30428,2022-10-01,20175,KS,KANSAS,SEWARD COUNTY,297
30429,2022-10-01,20177,KS,KANSAS,SHAWNEE COUNTY,7167
30430,2022-10-01,20179,KS,KANSAS,SHERIDAN COUNTY,4
30431,2022-10-01,20181,KS,KANSAS,SHERMAN COUNTY,66
30432,2022-10-01,20183,KS,KANSAS,SMITH COUNTY,35
30433,2022-10-01,20185,KS,KANSAS,STAFFORD COUNTY,57
30434,2022-10-01,20187,KS,KANSAS,STANTON COUNTY,9
30435,2022-10-01,20189,KS,KANSAS,STEVENS COUNTY,23
30436,2022-10-01,20191,KS,KANSAS,SUMNER COUNTY,398
30437,2022-10-01,20193,KS,KANSAS,THOMAS COUNTY,30
30438,2022-10-01,20195,KS,KANSAS,TREGO COUNTY,12
30439,2022-10-01,20197,KS,KANSAS,WABAUNSEE COUNTY,56
30440,2022-10-01,20199,KS,KANSAS,WALLACE COUNTY,2
30441,2022-10-01,20201,KS,KANSAS,WASHINGTON COUNTY,43
30442,2022-10-01,20203,KS,KANSAS,WICHITA COUNTY,8
30443,2022-10-01,20205,KS,KANSAS,WILSON COUNTY,179
30444,2022-10-01,20207,KS,KANSAS,WOODSON COUNTY,111
30445,2022-10-01,20209,KS,KANSAS,WYANDOTTE COUNTY,8964
30446,2022-10-01,20,KS,KANSAS,**NOT AVAILABLE**,16
30447,2022-10-01,21001,KY,KENTUCKY,ADAIR COUNTY,1094
30448,2022-10-01,21003,KY,KENTUCKY,ALLEN COUNTY,1098
30449,2022-10-01,21005,KY,KENTUCKY,ANDERSON COUNTY,1145
30450,2022-10-01,21007,KY,KENTUCKY,BALLARD COUNTY,469
30451,2022-10-01,21009,KY,KENTUCKY,BARREN COUNTY,2353
30452,2022-10-01,21011,KY,KENTUCKY,BATH COUNTY,1174
30453,2022-10-01,21013,KY,KENTUCKY,BELL COUNTY,4098
30454,2022-10-01,21015,KY,KENTUCKY,BOONE COUNTY,4870
30455,2022-10-01,21017,KY,KENTUCKY,BOURBON COUNTY,1556
30456,2022-10-01,21019,KY,KENTUCKY,BOYD COUNTY,4466
30457,2022-10-01,21021,KY,KENTUCKY,BOYLE COUNTY,2025
30458,2022-10-01,21023,KY,KENTUCKY,BRACKEN COUNTY,396
30459,2022-10-01,21025,KY,KENTUCKY,BREATHITT COUNTY,1661
30460,2022-10-01,21027,KY,KENTUCKY,BRECKINRIDGE COUNTY,846
30461,2022-10-01,21029,KY,KENTUCKY,BULLITT COUNTY,4371
30462,2022-10-01,21031,KY,KENTUCKY,BUTLER COUNTY,644
30463,2022-10-01,21033,KY,KENTUCKY,CALDWELL COUNTY,487
30464,2022-10-01,21035,KY,KENTUCKY,CALLOWAY COUNTY,1382
30465,2022-10-01,21037,KY,KENTUCKY,CAMPBELL COUNTY,4753
30466,2022-10-01,21039,KY,KENTUCKY,CARLISLE COUNTY,207
30467,2022-10-01,21041,KY,KENTUCKY,CARROLL COUNTY,828
30468,2022-10-01,21043,KY,KENTUCKY,CARTER COUNTY,2038
30469,2022-10-01,21045,KY,KENTUCKY,CASEY COUNTY,1187
30470,2022-10-01,21047,KY,KENTUCKY,CHRISTIAN COUNTY,4357
30471,2022-10-01,21049,KY,KENTUCKY,CLARK COUNTY,3223
30472,2022-10-01,21051,KY,KENTUCKY,CLAY COUNTY,3585
30473,2022-10-01,21053,KY,KENTUCKY,CLINTON COUNTY,947
30474,2022-10-01,21055,KY,KENTUCKY,CRITTENDEN COUNTY,292
30475,2022-10-01,21057,KY,KENTUCKY,CUMBERLAND COUNTY,526
30476,2022-10-01,21059,KY,KENTUCKY,DAVIESS COUNTY,7618
30477,2022-10-01,21061,KY,KENTUCKY,EDMONSON COUNTY,704
30478,2022-10-01,21063,KY,KENTUCKY,ELLIOTT COUNTY,332
30479,2022-10-01,21065,KY,KENTUCKY,ESTILL COUNTY,1690
30480,2022-10-01,21067,KY,KENTUCKY,FAYETTE COUNTY,18837
30481,2022-10-01,21069,KY,KENTUCKY,FLEMING COUNTY,1040
30482,2022-10-01,21071,KY,KENTUCKY,FLOYD COUNTY,3278
30483,2022-10-01,21073,KY,KENTUCKY,FRANKLIN COUNTY,2360
30484,2022-10-01,21075,KY,KENTUCKY,FULTON COUNTY,627
30485,2022-10-01,21077,KY,KENTUCKY,GALLATIN COUNTY,427
30486,2022-10-01,21079,KY,KENTUCKY,GARRARD COUNTY,1171
30487,2022-10-01,21081,KY,KENTUCKY,GRANT COUNTY,1443
30488,2022-10-01,21083,KY,KENTUCKY,GRAVES COUNTY,2055
30489,2022-10-01,21085,KY,KENTUCKY,GRAYSON COUNTY,1538
30490,2022-10-01,21087,KY,KENTUCKY,GREEN COUNTY,633
30491,2022-10-01,21089,KY,KENTUCKY,GREENUP COUNTY,2649
30492,2022-10-01,21091,KY,KENTUCKY,HANCOCK COUNTY,236
30493,2022-10-01,21093,KY,KENTUCKY,HARDIN COUNTY,5892
30494,2022-10-01,21095,KY,KENTUCKY,HARLAN COUNTY,2801
30495,2022-10-01,21097,KY,KENTUCKY,HARRISON COUNTY,1271
30496,2022-10-01,21099,KY,KENTUCKY,HART COUNTY,904
30497,2022-10-01,21101,KY,KENTUCKY,HENDERSON COUNTY,3855
30498,2022-10-01,21103,KY,KENTUCKY,HENRY COUNTY,811
30499,2022-10-01,21105,KY,KENTUCKY,HICKMAN COUNTY,172
30500,2022-10-01,21107,KY,KENTUCKY,HOPKINS COUNTY,3749
30501,2022-10-01,21109,KY,KENTUCKY,JACKSON COUNTY,1508
30502,2022-10-01,21111,KY,KENTUCKY,JEFFERSON COUNTY,54847
30503,2022-10-01,21113,KY,KENTUCKY,JESSAMINE COUNTY,3251
30504,2022-10-01,21115,KY,KENTUCKY,JOHNSON COUNTY,1822
30505,2022-10-01,21117,KY,KENTUCKY,KENTON COUNTY,9974
30506,2022-10-01,21119,KY,KENTUCKY,KNOTT COUNTY,1745
30507,2022-10-01,21121,KY,KENTUCKY,KNOX COUNTY,4214
30508,2022-10-01,21123,KY,KENTUCKY,LARUE COUNTY,688
30509,2022-10-01,21125,KY,KENTUCKY,LAUREL COUNTY,8338
30510,2022-10-01,21127,KY,KENTUCKY,LAWRENCE COUNTY,1053
30511,2022-10-01,21129,KY,KENTUCKY,LEE COUNTY,805
30512,2022-10-01,21131,KY,KENTUCKY,LESLIE COUNTY,897
30513,2022-10-01,21133,KY,KENTUCKY,LETCHER COUNTY,1653
30514,2022-10-01,21135,KY,KENTUCKY,LEWIS COUNTY,1280
30515,2022-10-01,21137,KY,KENTUCKY,LINCOLN COUNTY,1854
30516,2022-10-01,21139,KY,KENTUCKY,LIVINGSTON COUNTY,390
30517,2022-10-01,21141,KY,KENTUCKY,LOGAN COUNTY,1314
30518,2022-10-01,21143,KY,KENTUCKY,LYON COUNTY,232
30519,2022-10-01,21145,KY,KENTUCKY,MCCRACKEN COUNTY,3591
30520,2022-10-01,21147,KY,KENTUCKY,MCCREARY COUNTY,1984
30521,2022-10-01,21149,KY,KENTUCKY,MCLEAN COUNTY,399
30522,2022-10-01,21151,KY,KENTUCKY,MADISON COUNTY,7066
30523,2022-10-01,21153,KY,KENTUCKY,MAGOFFIN COUNTY,1061
30524,2022-10-01,21155,KY,KENTUCKY,MARION COUNTY,1309
30525,2022-10-01,21157,KY,KENTUCKY,MARSHALL COUNTY,1319
30526,2022-10-01,21159,KY,KENTUCKY,MARTIN COUNTY,854
30527,2022-10-01,21161,KY,KENTUCKY,MASON COUNTY,988
30528,2022-10-01,21163,KY,KENTUCKY,MEADE COUNTY,1341
30529,2022-10-01,21165,KY,KENTUCKY,MENIFEE COUNTY,394
30530,2022-10-01,21167,KY,KENTUCKY,MERCER COUNTY,1399
30531,2022-10-01,21169,KY,KENTUCKY,METCALFE COUNTY,553
30532,2022-10-01,21171,KY,KENTUCKY,MONROE COUNTY,677
30533,2022-10-01,21173,KY,KENTUCKY,MONTGOMERY COUNTY,2630
30534,2022-10-01,21175,KY,KENTUCKY,MORGAN COUNTY,781
30535,2022-10-01,21177,KY,KENTUCKY,MUHLENBERG COUNTY,1458
30536,2022-10-01,21179,KY,KENTUCKY,NELSON COUNTY,1318
30537,2022-10-01,21181,KY,KENTUCKY,NICHOLAS COUNTY,621
30538,2022-10-01,21183,KY,KENTUCKY,OHIO COUNTY,1405
30539,2022-10-01,21185,KY,KENTUCKY,OLDHAM COUNTY,1125
30540,2022-10-01,21187,KY,KENTUCKY,OWEN COUNTY,435
30541,2022-10-01,21189,KY,KENTUCKY,OWSLEY COUNTY,618
30542,2022-10-01,21191,KY,KENTUCKY,PENDLETON COUNTY,839
30543,2022-10-01,21193,KY,KENTUCKY,PERRY COUNTY,3816
30544,2022-10-01,21195,KY,KENTUCKY,PIKE COUNTY,3663
30545,2022-10-01,21197,KY,KENTUCKY,POWELL COUNTY,1186
30546,2022-10-01,21199,KY,KENTUCKY,PULASKI COUNTY,6833
30547,2022-10-01,21201,KY,KENTUCKY,ROBERTSON COUNTY,97
30548,2022-10-01,21203,KY,KENTUCKY,ROCKCASTLE COUNTY,1796
30549,2022-10-01,21205,KY,KENTUCKY,ROWAN COUNTY,2734
30550,2022-10-01,21207,KY,KENTUCKY,RUSSELL COUNTY,1243
30551,2022-10-01,21209,KY,KENTUCKY,SCOTT COUNTY,2438
30552,2022-10-01,21211,KY,KENTUCKY,SHELBY COUNTY,1942
30553,2022-10-01,21213,KY,KENTUCKY,SIMPSON COUNTY,827
30554,2022-10-01,21215,KY,KENTUCKY,SPENCER COUNTY,475
30555,2022-10-01,21217,KY,KENTUCKY,TAYLOR COUNTY,1736
30556,2022-10-01,21219,KY,KENTUCKY,TODD COUNTY,429
30557,2022-10-01,21221,KY,KENTUCKY,TRIGG COUNTY,501
30558,2022-10-01,21223,KY,KENTUCKY,TRIMBLE COUNTY,484
30559,2022-10-01,21225,KY,KENTUCKY,UNION COUNTY,844
30560,2022-10-01,21227,KY,KENTUCKY,WARREN COUNTY,8996
30561,2022-10-01,21229,KY,KENTUCKY,WASHINGTON COUNTY,785
30562,2022-10-01,21231,KY,KENTUCKY,WAYNE COUNTY,2089
30563,2022-10-01,21233,KY,KENTUCKY,WEBSTER COUNTY,799
30564,2022-10-01,21235,KY,KENTUCKY,WHITLEY COUNTY,4547
