"Column Name","Label"
"S2201_C04_003MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C04_003EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C04_004E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C04_004M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C04_004MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C04_004EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C04_005E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C04_005EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C04_005M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C04_005MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C04_006E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C04_006M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C04_006MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C04_006EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C04_007E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C04_007M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C04_007MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C04_007EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C04_008E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C04_008M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C04_008MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C04_008EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C04_009E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C04_009M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C04_009MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C04_009EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C04_010E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C04_010M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C04_010MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C04_010EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C04_011E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C04_011M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C04_011MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C04_011EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C04_012E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_012M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_012MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_012EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_013E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_013M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_013MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_013EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_014E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C04_014EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C04_014M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C04_014MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C04_015E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C04_015M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C04_015MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C04_015EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C04_016E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C04_016EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C04_016M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C04_016MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C04_017E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C04_017M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C04_017MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C04_017EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C04_018E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_018M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_018MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_018EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C04_019E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_019M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_019MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_019EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C04_020E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C04_020EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C04_020M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C04_020MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households"
"S2201_C04_021E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C04_021M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C04_021MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C04_021EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2201_C04_022E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C04_022M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C04_022MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C04_022EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level"
"S2201_C04_023E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C04_023M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C04_023MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C04_023EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability"
"S2201_C04_024E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C04_024M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C04_024MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C04_024EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability"
"S2201_C04_025E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C04_025EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C04_025M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C04_025MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone"
"S2201_C04_026E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C04_026M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C04_026MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C04_026EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone"
"S2201_C04_027E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C04_027M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C04_027MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C04_027EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone"
"S2201_C04_028E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C04_028M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C04_028MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C04_028EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone"
"S2201_C04_029E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C04_029M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C04_029MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C04_029EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone"
"S2201_C04_030E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C04_030M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C04_030MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C04_030EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Some other race alone"
"S2201_C04_031E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C04_031M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C04_031MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C04_031EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Two or more races"
"S2201_C04_032E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C04_032M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C04_032MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C04_032EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Hispanic or Latino origin (of any race)"
"S2201_C04_033E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C04_033M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C04_033MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C04_033EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone, not Hispanic or Latino"
"S2201_C04_034E","Estimate!!Percent households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C04_034EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C04_034M","Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C04_034MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!Households!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Median income (dollars)"
"S2201_C04_035E","Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C04_035M","Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C04_035MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C04_035EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families"
"S2201_C04_036E","Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C04_036EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C04_036M","Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C04_036MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!No workers in past 12 months"
"S2201_C04_037E","Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C04_037M","Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C04_037MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C04_037EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!1 worker in past 12 months"
"S2201_C04_038E","Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C04_038EA","Annotation of Estimate!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C04_038M","Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C04_038MA","Annotation of Margin of Error!!Percent households receiving food stamps/SNAP!!WORK STATUS!!Families!!2 or more workers in past 12 months"
"S2201_C05_001E","Estimate!!Households not receiving food stamps/SNAP!!Households"
"S2201_C05_001EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households"
"S2201_C05_001M","Margin of Error!!Households not receiving food stamps/SNAP!!Households"
"S2201_C05_001MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households"
"S2201_C05_002E","Estimate!!Households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C05_002M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C05_002MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C05_002EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!With one or more people in the household 60 years and over"
"S2201_C05_003E","Estimate!!Households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C05_003EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C05_003M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C05_003MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No people in the household 60 years and over"
"S2201_C05_004E","Estimate!!Households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C05_004M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C05_004MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C05_004EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!Married-couple family"
"S2201_C05_005E","Estimate!!Households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C05_005M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C05_005MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C05_005EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!Other family:"
"S2201_C05_006E","Estimate!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C05_006M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C05_006MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C05_006EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present"
"S2201_C05_007E","Estimate!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C05_007EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C05_007M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C05_007MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present"
"S2201_C05_008E","Estimate!!Households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C05_008M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C05_008MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C05_008EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!Nonfamily households"
"S2201_C05_009E","Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C05_009M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C05_009MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C05_009EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years"
"S2201_C05_010E","Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C05_010EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C05_010M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C05_010MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Married-couple family"
"S2201_C05_011E","Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C05_011M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C05_011MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C05_011EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:"
"S2201_C05_012E","Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C05_012M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C05_012MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C05_012EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Male householder, no spouse present"
"S2201_C05_013E","Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_013M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_013MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_013EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Other family:!!Female householder, no spouse present"
"S2201_C05_014E","Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C05_014EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C05_014M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C05_014MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!With children under 18 years!!Nonfamily households"
"S2201_C05_015E","Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C05_015M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C05_015MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C05_015EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years"
"S2201_C05_016E","Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C05_016M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C05_016MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C05_016EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Married-couple family"
"S2201_C05_017E","Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C05_017M","Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C05_017MA","Annotation of Margin of Error!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C05_017EA","Annotation of Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:"
"S2201_C05_018E","Estimate!!Households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Other family:!!Male householder, no spouse present"
