"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","25025","Suffolk County, MA","649,808","0","24,517","2,646","3.8","0.4","625,291","2,646","96.2","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","25027","Worcester County, MA","672,451","0","18,743","2,090","2.8","0.3","653,708","2,090","97.2","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26000","Michigan","7,954,407","0","509,720","15,856","6.4","0.2","7,444,687","15,856","93.6","0.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26001","Alcona County, MI","6,543","0","570","88","8.7","1.3","5,973","88","91.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26003","Alger County, MI","5,743","0","469","72","8.2","1.3","5,274","72","91.8","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26005","Allegan County, MI","97,492","0","6,823","867","7.0","0.9","90,669","867","93.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26007","Alpena County, MI","20,882","0","1,323","203","6.3","1.0","19,559","203","93.7","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26009","Antrim County, MI","16,583","0","1,393","185","8.4","1.1","15,190","185","91.6","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26011","Arenac County, MI","10,824","0","899","127","8.3","1.2","9,925","127","91.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26013","Baraga County, MI","5,375","0","515","75","9.6","1.4","4,860","75","90.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26015","Barry County, MI","49,648","0","3,330","466","6.7","0.9","46,318","466","93.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26017","Bay County, MI","79,611","0","5,524","767","6.9","1.0","74,087","767","93.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26019","Benzie County, MI","12,825","0","1,062","150","8.3","1.2","11,763","150","91.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26021","Berrien County, MI","117,787","0","8,896","1,064","7.6","0.9","108,891","1,064","92.4","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26023","Branch County, MI","33,231","0","3,078","421","9.3","1.3","30,153","421","90.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26025","Calhoun County, MI","105,080","0","6,842","864","6.5","0.8","98,238","864","93.5","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26027","Cass County, MI","39,604","0","2,899","393","7.3","1.0","36,705","393","92.7","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26029","Charlevoix County, MI","19,226","0","1,431","204","7.4","1.1","17,795","204","92.6","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26031","Cheboygan County, MI","17,736","0","1,540","211","8.7","1.2","16,196","211","91.3","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26033","Chippewa County, MI","25,757","0","2,725","366","10.6","1.4","23,032","366","89.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26035","Clare County, MI","22,576","0","2,082","280","9.2","1.2","20,494","280","90.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26037","Clinton County, MI","65,395","0","3,506","489","5.4","0.7","61,889","489","94.6","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26039","Crawford County, MI","10,042","0","686","104","6.8","1.0","9,356","104","93.2","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26041","Delta County, MI","26,167","0","2,064","285","7.9","1.1","24,103","285","92.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26043","Dickinson County, MI","18,963","0","1,085","174","5.7","0.9","17,878","174","94.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26045","Eaton County, MI","87,299","0","5,053","681","5.8","0.8","82,246","681","94.2","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26047","Emmet County, MI","25,195","0","2,139","288","8.5","1.1","23,056","288","91.5","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26049","Genesee County, MI","321,912","0","20,007","2,233","6.2","0.7","301,905","2,233","93.8","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26051","Gladwin County, MI","18,062","0","1,515","214","8.4","1.2","16,547","214","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26053","Gogebic County, MI","9,595","0","779","118","8.1","1.2","8,816","118","91.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26055","Grand Traverse County, MI","73,119","0","5,166","717","7.1","1.0","67,953","717","92.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26057","Gratiot County, MI","27,926","0","1,825","269","6.5","1.0","26,101","269","93.5","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26059","Hillsdale County, MI","34,556","0","2,525","337","7.3","1.0","32,031","337","92.7","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26061","Houghton County, MI","26,166","0","2,410","370","9.2","1.4","23,756","370","90.8","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26063","Huron County, MI","22,187","0","1,541","208","6.9","0.9","20,646","208","93.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26065","Ingham County, MI","232,542","0","14,657","1,742","6.3","0.7","217,885","1,742","93.7","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26067","Ionia County, MI","49,521","0","3,328","447","6.7","0.9","46,193","447","93.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26069","Iosco County, MI","17,063","0","1,343","195","7.9","1.1","15,720","195","92.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26071","Iron County, MI","7,474","0","628","88","8.4","1.2","6,846","88","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26073","Isabella County, MI","55,533","0","5,383","752","9.7","1.4","50,150","752","90.3","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26075","Jackson County, MI","119,872","0","7,416","950","6.2","0.8","112,456","950","93.8","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26077","Kalamazoo County, MI","217,093","0","14,717","1,824","6.8","0.8","202,376","1,824","93.2","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26079","Kalkaska County, MI","13,991","0","1,207","173","8.6","1.2","12,784","173","91.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26081","Kent County, MI","554,528","0","39,256","3,513","7.1","0.6","515,272","3,513","92.9","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26083","Keweenaw County, MI","1,320","0","80","14","6.1","1.1","1,240","14","93.9","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26085","Lake County, MI","7,800","0","669","94","8.6","1.2","7,131","94","91.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26087","Lapeer County, MI","69,574","0","4,880","630","7.0","0.9","64,694","630","93.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26089","Leelanau County, MI","14,519","0","1,300","179","9.0","1.2","13,219","179","91.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26091","Lenawee County, MI","74,102","0","5,112","648","6.9","0.9","68,990","648","93.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26093","Livingston County, MI","157,494","0","6,482","799","4.1","0.5","151,012","799","95.9","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26095","Luce County, MI","3,742","0","347","50","9.3","1.3","3,395","50","90.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26097","Mackinac County, MI","7,607","0","954","134","12.5","1.8","6,653","134","87.5","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26099","Macomb County, MI","709,591","0","46,934","3,847","6.6","0.5","662,657","3,847","93.4","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26101","Manistee County, MI","16,817","0","1,442","199","8.6","1.2","15,375","199","91.4","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26103","Marquette County, MI","49,302","0","3,270","461","6.6","0.9","46,032","461","93.4","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26105","Mason County, MI","21,451","0","1,656","231","7.7","1.1","19,795","231","92.3","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26107","Mecosta County, MI","31,965","0","2,644","408","8.3","1.3","29,321","408","91.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26109","Menominee County, MI","16,511","0","1,271","186","7.7","1.1","15,240","186","92.3","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26111","Midland County, MI","66,561","0","3,594","503","5.4","0.8","62,967","503","94.6","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26113","Missaukee County, MI","11,697","0","1,044","149","8.9","1.3","10,653","149","91.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26115","Monroe County, MI","121,332","0","6,302","813","5.2","0.7","115,030","813","94.8","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26117","Montcalm County, MI","48,673","0","3,565","485","7.3","1.0","45,108","485","92.7","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26119","Montmorency County, MI","6,101","0","483","74","7.9","1.2","5,618","74","92.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26121","Muskegon County, MI","137,267","0","8,085","1,031","5.9","0.8","129,182","1,031","94.1","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26123","Newaygo County, MI","38,659","0","2,994","401","7.7","1.0","35,665","401","92.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26125","Oakland County, MI","1,033,943","0","49,719","3,906","4.8","0.4","984,224","3,906","95.2","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26127","Oceana County, MI","20,539","0","2,173","283","10.6","1.4","18,366","283","89.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26129","Ogemaw County, MI","14,988","0","1,327","183","8.9","1.2","13,661","183","91.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26131","Ontonagon County, MI","3,450","0","321","50","9.3","1.4","3,129","50","90.7","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26133","Osceola County, MI","17,876","0","1,617","221","9.0","1.2","16,259","221","91.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26135","Oscoda County, MI","5,875","0","606","88","10.3","1.5","5,269","88","89.7","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26137","Otsego County, MI","18,978","0","1,502","214","7.9","1.1","17,476","214","92.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26139","Ottawa County, MI","241,641","0","12,519","1,437","5.2","0.6","229,122","1,437","94.8","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26141","Presque Isle County, MI","8,328","0","689","98","8.3","1.2","7,639","98","91.7","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26143","Roscommon County, MI","15,518","0","1,086","166","7.0","1.1","14,432","166","93.0","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26145","Saginaw County, MI","144,382","0","8,970","1,125","6.2","0.8","135,412","1,125","93.8","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26147","St. Clair County, MI","126,566","0","8,497","1,036","6.7","0.8","118,069","1,036","93.3","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26149","St. Joseph County, MI","48,548","0","5,035","609","10.4","1.3","43,513","609","89.6","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26151","Sanilac County, MI","30,897","0","2,536","326","8.2","1.1","28,361","326","91.8","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26153","Schoolcraft County, MI","5,802","0","606","89","10.4","1.5","5,196","89","89.6","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26155","Shiawassee County, MI","53,767","0","2,922","410","5.4","0.8","50,845","410","94.6","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26157","Tuscola County, MI","40,295","0","2,733","361","6.8","0.9","37,562","361","93.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26159","Van Buren County, MI","60,096","0","5,206","661","8.7","1.1","54,890","661","91.3","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26161","Washtenaw County, MI","295,255","0","14,944","1,720","5.1","0.6","280,311","1,720","94.9","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26163","Wayne County, MI","1,408,361","0","92,009","6,044","6.5","0.4","1,316,352","6,044","93.5","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","26165","Wexford County, MI","26,493","0","1,958","271","7.4","1.0","24,535","271","92.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27000","Minnesota","4,632,875","0","274,124","9,698","5.9","0.2","4,358,751","9,698","94.1","0.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27001","Aitkin County, MN","10,249","0","761","103","7.4","1.0","9,488","103","92.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27003","Anoka County, MN","304,498","0","16,223","1,736","5.3","0.6","288,275","1,736","94.7","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27005","Becker County, MN","26,763","0","2,236","279","8.4","1.0","24,527","279","91.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27007","Beltrami County, MN","38,189","0","3,769","482","9.9","1.3","34,420","482","90.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27009","Benton County, MN","34,646","0","2,105","302","6.1","0.9","32,541","302","93.9","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27011","Big Stone County, MN","3,546","0","218","34","6.1","1.0","3,328","34","93.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27013","Blue Earth County, MN","54,901","0","3,285","488","6.0","0.9","51,616","488","94.0","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27015","Brown County, MN","18,579","0","1,033","154","5.6","0.8","17,546","154","94.4","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27017","Carlton County, MN","28,038","0","1,709","231","6.1","0.8","26,329","231","93.9","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27019","Carver County, MN","92,840","0","3,294","438","3.5","0.5","89,546","438","96.5","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27021","Cass County, MN","21,829","0","2,151","256","9.9","1.2","19,678","256","90.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27023","Chippewa County, MN","9,105","0","727","107","8.0","1.2","8,378","107","92.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27025","Chisago County, MN","46,511","0","2,028","281","4.4","0.6","44,483","281","95.6","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27027","Clay County, MN","53,029","0","3,233","461","6.1","0.9","49,796","461","93.9","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27029","Clearwater County, MN","7,105","0","870","112","12.2","1.6","6,235","112","87.8","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27031","Cook County, MN","3,804","0","422","61","11.1","1.6","3,382","61","88.9","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27033","Cottonwood County, MN","8,484","0","656","95","7.7","1.1","7,828","95","92.3","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27035","Crow Wing County, MN","49,590","0","3,520","460","7.1","0.9","46,070","460","92.9","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27037","Dakota County, MN","366,789","0","16,891","1,774","4.6","0.5","349,898","1,774","95.4","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27039","Dodge County, MN","17,678","0","912","131","5.2","0.7","16,766","131","94.8","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27041","Douglas County, MN","29,085","0","1,508","217","5.2","0.7","27,577","217","94.8","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27043","Faribault County, MN","10,077","0","724","102","7.2","1.0","9,353","102","92.8","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27045","Fillmore County, MN","16,400","0","1,511","195","9.2","1.2","14,889","195","90.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27047","Freeborn County, MN","22,957","0","1,787","233","7.8","1.0","21,170","233","92.2","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27049","Goodhue County, MN","36,411","0","2,135","298","5.9","0.8","34,276","298","94.1","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27051","Grant County, MN","4,528","0","314","46","6.9","1.0","4,214","46","93.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27053","Hennepin County, MN","1,066,070","0","58,644","4,079","5.5","0.4","1,007,426","4,079","94.5","0.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27055","Houston County, MN","14,294","0","773","115","5.4","0.8","13,521","115","94.6","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27057","Hubbard County, MN","15,936","0","1,312","175","8.2","1.1","14,624","175","91.8","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27059","Isanti County, MN","34,330","0","1,981","271","5.8","0.8","32,349","271","94.2","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27061","Itasca County, MN","33,441","0","2,311","291","6.9","0.9","31,130","291","93.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27063","Jackson County, MN","7,443","0","482","73","6.5","1.0","6,961","73","93.5","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27065","Kanabec County, MN","12,696","0","885","121","7.0","1.0","11,811","121","93.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27067","Kandiyohi County, MN","33,829","0","2,717","351","8.0","1.0","31,112","351","92.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27069","Kittson County, MN","3,093","0","177","28","5.7","0.9","2,916","28","94.3","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27071","Koochiching County, MN","8,566","0","688","100","8.0","1.2","7,878","100","92.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27073","Lac qui Parle County, MN","4,637","0","297","43","6.4","0.9","4,340","43","93.6","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27075","Lake County, MN","7,665","0","507","73","6.6","1.0","7,158","73","93.4","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27077","Lake of the Woods County, MN","2,747","0","241","37","8.8","1.3","2,506","37","91.2","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27079","Le Sueur County, MN","23,326","0","1,396","191","6.0","0.8","21,930","191","94.0","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27081","Lincoln County, MN","4,136","0","309","44","7.5","1.1","3,827","44","92.5","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27083","Lyon County, MN","20,282","0","1,591","222","7.8","1.1","18,691","222","92.2","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27085","McLeod County, MN","28,525","0","1,621","236","5.7","0.8","26,904","236","94.3","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27087","Mahnomen County, MN","4,557","0","522","68","11.5","1.5","4,035","68","88.5","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27089","Marshall County, MN","7,135","0","548","77","7.7","1.1","6,587","77","92.3","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27091","Martin County, MN","14,544","0","954","136","6.6","0.9","13,590","136","93.4","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27093","Meeker County, MN","18,252","0","1,244","171","6.8","0.9","17,008","171","93.2","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27095","Mille Lacs County, MN","20,886","0","1,695","216","8.1","1.0","19,191","216","91.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27097","Morrison County, MN","26,043","0","1,739","221","6.7","0.8","24,304","221","93.3","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27099","Mower County, MN","32,241","0","2,563","333","7.9","1.0","29,678","333","92.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27101","Murray County, MN","5,939","0","464","64","7.8","1.1","5,475","64","92.2","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27103","Nicollet County, MN","26,402","0","1,427","208","5.4","0.8","24,975","208","94.6","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27105","Nobles County, MN","17,397","0","2,169","279","12.5","1.6","15,228","279","87.5","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27107","Norman County, MN","4,895","0","427","61","8.7","1.2","4,468","61","91.3","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27109","Olmsted County, MN","132,911","0","6,212","819","4.7","0.6","126,699","819","95.3","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27111","Otter Tail County, MN","43,504","0","3,182","397","7.3","0.9","40,322","397","92.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27113","Pennington County, MN","11,028","0","578","92","5.2","0.8","10,450","92","94.8","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27115","Pine County, MN","21,400","0","1,794","229","8.4","1.1","19,606","229","91.6","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27117","Pipestone County, MN","7,074","0","657","92","9.3","1.3","6,417","92","90.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27119","Polk County, MN","24,209","0","1,876","238","7.7","1.0","22,333","238","92.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27121","Pope County, MN","8,434","0","496","73","5.9","0.9","7,938","73","94.1","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27123","Ramsey County, MN","452,854","0","31,048","2,762","6.9","0.6","421,806","2,762","93.1","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27125","Red Lake County, MN","3,123","0","261","37","8.4","1.2","2,862","37","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27127","Redwood County, MN","11,697","0","1,056","133","9.0","1.1","10,641","133","91.0","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27129","Renville County, MN","11,096","0","853","114","7.7","1.0","10,243","114","92.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27131","Rice County, MN","49,050","0","3,169","414","6.5","0.8","45,881","414","93.5","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27133","Rock County, MN","7,260","0","463","68","6.4","0.9","6,797","68","93.6","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27135","Roseau County, MN","12,203","0","749","109","6.1","0.9","11,454","109","93.9","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27137","St. Louis County, MN","151,826","0","9,146","1,026","6.0","0.7","142,680","1,026","94.0","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27139","Scott County, MN","133,331","0","6,435","821","4.8","0.6","126,896","821","95.2","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27141","Sherburne County, MN","85,280","0","3,916","531","4.6","0.6","81,364","531","95.4","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27143","Sibley County, MN","11,789","0","923","126","7.8","1.1","10,866","126","92.2","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27145","Stearns County, MN","130,174","0","8,843","1,029","6.8","0.8","121,331","1,029","93.2","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27147","Steele County, MN","29,354","0","1,714","240","5.8","0.8","27,640","240","94.2","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27149","Stevens County, MN","7,236","0","491","76","6.8","1.1","6,745","76","93.2","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27151","Swift County, MN","7,000","0","530","78","7.6","1.1","6,470","78","92.4","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27153","Todd County, MN","18,776","0","1,918","244","10.2","1.3","16,858","244","89.8","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27155","Traverse County, MN","2,355","0","162","25","6.9","1.1","2,193","25","93.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27157","Wabasha County, MN","16,634","0","943","130","5.7","0.8","15,691","130","94.3","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27159","Wadena County, MN","10,628","0","763","110","7.2","1.0","9,865","110","92.8","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27161","Waseca County, MN","14,218","0","974","138","6.9","1.0","13,244","138","93.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27163","Washington County, MN","223,125","0","9,403","1,141","4.2","0.5","213,722","1,141","95.8","0.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27165","Watonwan County, MN","8,367","0","975","129","11.7","1.5","7,392","129","88.3","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27167","Wilkin County, MN","4,866","0","238","38","4.9","0.8","4,628","38","95.1","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27169","Winona County, MN","37,973","0","2,398","360","6.3","0.9","35,575","360","93.7","0.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27171","Wright County, MN","121,754","0","7,667","950","6.3","0.8","114,087","950","93.7","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","27173","Yellow Medicine County, MN","7,408","0","585","83","7.9","1.1","6,823","83","92.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28000","Mississippi","2,341,466","0","326,518","13,332","13.9","0.6","2,014,948","13,332","86.1","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28001","Adams County, MS","21,227","0","3,276","426","15.4","2.0","17,951","426","84.6","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28003","Alcorn County, MS","29,008","0","3,965","496","13.7","1.7","25,043","496","86.3","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28005","Amite County, MS","8,813","0","1,457","179","16.5","2.0","7,356","179","83.5","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28007","Attala County, MS","13,925","0","2,156","279","15.5","2.0","11,769","279","84.5","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28009","Benton County, MS","6,510","0","1,077","140","16.5","2.2","5,433","140","83.5","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28011","Bolivar County, MS","22,822","0","3,620","427","15.9","1.9","19,202","427","84.1","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28013","Calhoun County, MS","11,048","0","2,008","231","18.2","2.1","9,040","231","81.8","2.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28015","Carroll County, MS","6,840","0","1,032","134","15.1","2.0","5,808","134","84.9","2.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","28017","Chickasaw County, MS","13,037","0","2,054","258","15.8","2.0","10,983","258","84.2","2.0"
