,Data Month,FIPS,State,State Name,County Name,Jan22 ACP Total Households
766,2022-01-01,18115,IN,INDIANA,OHIO COUNTY,91
767,2022-01-01,18117,IN,INDIANA,ORANGE COUNTY,386
768,2022-01-01,18119,IN,INDIANA,OWEN COUNTY,435
769,2022-01-01,18121,IN,INDIANA,PARKE COUNTY,235
770,2022-01-01,18123,IN,INDIANA,PERRY COUNTY,432
771,2022-01-01,18125,IN,INDIANA,PIKE COUNTY,225
772,2022-01-01,18127,IN,INDIANA,PORTER COUNTY,2329
773,2022-01-01,18129,IN,INDIANA,POSEY COUNTY,580
774,2022-01-01,18131,IN,INDIANA,PULASKI COUNTY,186
775,2022-01-01,18133,IN,INDIANA,PUTNAM COUNTY,624
776,2022-01-01,18135,IN,INDIANA,RANDOLPH COUNTY,779
777,2022-01-01,18137,IN,INDIANA,RIPLEY COUNTY,408
778,2022-01-01,18139,IN,INDIANA,RUSH COUNTY,402
779,2022-01-01,18141,IN,INDIANA,ST. JOSEPH COUNTY,8835
780,2022-01-01,18143,IN,INDIANA,SCOTT COUNTY,1546
781,2022-01-01,18145,IN,INDIANA,SHELBY COUNTY,1010
782,2022-01-01,18147,IN,INDIANA,SPENCER COUNTY,362
783,2022-01-01,18149,IN,INDIANA,STARKE COUNTY,575
784,2022-01-01,18151,IN,INDIANA,STEUBEN COUNTY,496
785,2022-01-01,18153,IN,INDIANA,SULLIVAN COUNTY,501
786,2022-01-01,18155,IN,INDIANA,SWITZERLAND COUNTY,239
787,2022-01-01,18157,IN,INDIANA,TIPPECANOE COUNTY,3866
788,2022-01-01,18159,IN,INDIANA,TIPTON COUNTY,220
789,2022-01-01,18161,IN,INDIANA,UNION COUNTY,138
790,2022-01-01,18163,IN,INDIANA,VANDERBURGH COUNTY,10480
791,2022-01-01,18165,IN,INDIANA,VERMILLION COUNTY,346
792,2022-01-01,18167,IN,INDIANA,VIGO COUNTY,6797
793,2022-01-01,18169,IN,INDIANA,WABASH COUNTY,625
794,2022-01-01,18171,IN,INDIANA,WARREN COUNTY,100
795,2022-01-01,18173,IN,INDIANA,WARRICK COUNTY,1180
796,2022-01-01,18175,IN,INDIANA,WASHINGTON COUNTY,887
797,2022-01-01,18177,IN,INDIANA,WAYNE COUNTY,2975
798,2022-01-01,18179,IN,INDIANA,WELLS COUNTY,411
799,2022-01-01,18181,IN,INDIANA,WHITE COUNTY,448
800,2022-01-01,18183,IN,INDIANA,WHITLEY COUNTY,329
801,2022-01-01,18,IN,INDIANA,**NOT AVAILABLE**,381
802,2022-01-01,19001,IA,IOWA,ADAIR COUNTY,101
803,2022-01-01,19003,IA,IOWA,ADAMS COUNTY,10
804,2022-01-01,19005,IA,IOWA,ALLAMAKEE COUNTY,61
805,2022-01-01,19007,IA,IOWA,APPANOOSE COUNTY,258
806,2022-01-01,19009,IA,IOWA,AUDUBON COUNTY,71
807,2022-01-01,19011,IA,IOWA,BENTON COUNTY,264
808,2022-01-01,19013,IA,IOWA,BLACK HAWK COUNTY,3433
809,2022-01-01,19015,IA,IOWA,BOONE COUNTY,289
810,2022-01-01,19017,IA,IOWA,BREMER COUNTY,157
811,2022-01-01,19019,IA,IOWA,BUCHANAN COUNTY,180
812,2022-01-01,19021,IA,IOWA,BUENA VISTA COUNTY,129
813,2022-01-01,19023,IA,IOWA,BUTLER COUNTY,94
814,2022-01-01,19025,IA,IOWA,CALHOUN COUNTY,109
815,2022-01-01,19027,IA,IOWA,CARROLL COUNTY,164
816,2022-01-01,19029,IA,IOWA,CASS COUNTY,158
817,2022-01-01,19031,IA,IOWA,CEDAR COUNTY,166
818,2022-01-01,19033,IA,IOWA,CERRO GORDO COUNTY,877
819,2022-01-01,19035,IA,IOWA,CHEROKEE COUNTY,67
820,2022-01-01,19037,IA,IOWA,CHICKASAW COUNTY,102
821,2022-01-01,19039,IA,IOWA,CLARKE COUNTY,150
822,2022-01-01,19041,IA,IOWA,CLAY COUNTY,213
823,2022-01-01,19043,IA,IOWA,CLAYTON COUNTY,92
824,2022-01-01,19045,IA,IOWA,CLINTON COUNTY,1404
825,2022-01-01,19047,IA,IOWA,CRAWFORD COUNTY,119
826,2022-01-01,19049,IA,IOWA,DALLAS COUNTY,511
827,2022-01-01,19051,IA,IOWA,DAVIS COUNTY,64
828,2022-01-01,19053,IA,IOWA,DECATUR COUNTY,94
829,2022-01-01,19055,IA,IOWA,DELAWARE COUNTY,159
830,2022-01-01,19057,IA,IOWA,DES MOINES COUNTY,1433
831,2022-01-01,19059,IA,IOWA,DICKINSON COUNTY,111
832,2022-01-01,19061,IA,IOWA,DUBUQUE COUNTY,2006
833,2022-01-01,19063,IA,IOWA,EMMET COUNTY,78
834,2022-01-01,19065,IA,IOWA,FAYETTE COUNTY,266
835,2022-01-01,19067,IA,IOWA,FLOYD COUNTY,282
836,2022-01-01,19069,IA,IOWA,FRANKLIN COUNTY,87
837,2022-01-01,19071,IA,IOWA,FREMONT COUNTY,55
838,2022-01-01,19073,IA,IOWA,GREENE COUNTY,148
839,2022-01-01,19075,IA,IOWA,GRUNDY COUNTY,77
840,2022-01-01,19077,IA,IOWA,GUTHRIE COUNTY,110
841,2022-01-01,19079,IA,IOWA,HAMILTON COUNTY,137
842,2022-01-01,19081,IA,IOWA,HANCOCK COUNTY,72
843,2022-01-01,19083,IA,IOWA,HARDIN COUNTY,206
844,2022-01-01,19085,IA,IOWA,HARRISON COUNTY,160
845,2022-01-01,19087,IA,IOWA,HENRY COUNTY,309
846,2022-01-01,19089,IA,IOWA,HOWARD COUNTY,90
847,2022-01-01,19091,IA,IOWA,HUMBOLDT COUNTY,83
848,2022-01-01,19093,IA,IOWA,IDA COUNTY,61
849,2022-01-01,19095,IA,IOWA,IOWA COUNTY,132
850,2022-01-01,19097,IA,IOWA,JACKSON COUNTY,243
851,2022-01-01,19099,IA,IOWA,JASPER COUNTY,798
852,2022-01-01,19101,IA,IOWA,JEFFERSON COUNTY,388
853,2022-01-01,19103,IA,IOWA,JOHNSON COUNTY,1778
854,2022-01-01,19105,IA,IOWA,JONES COUNTY,210
855,2022-01-01,19107,IA,IOWA,KEOKUK COUNTY,149
856,2022-01-01,19109,IA,IOWA,KOSSUTH COUNTY,104
857,2022-01-01,19111,IA,IOWA,LEE COUNTY,1050
858,2022-01-01,19113,IA,IOWA,LINN COUNTY,4047
859,2022-01-01,19115,IA,IOWA,LOUISA COUNTY,177
860,2022-01-01,19117,IA,IOWA,LUCAS COUNTY,72
861,2022-01-01,19119,IA,IOWA,LYON COUNTY,48
862,2022-01-01,19121,IA,IOWA,MADISON COUNTY,97
863,2022-01-01,19123,IA,IOWA,MAHASKA COUNTY,334
864,2022-01-01,19125,IA,IOWA,MARION COUNTY,440
865,2022-01-01,19127,IA,IOWA,MARSHALL COUNTY,647
866,2022-01-01,19129,IA,IOWA,MILLS COUNTY,101
867,2022-01-01,19131,IA,IOWA,MITCHELL COUNTY,75
868,2022-01-01,19133,IA,IOWA,MONONA COUNTY,91
869,2022-01-01,19135,IA,IOWA,MONROE COUNTY,80
870,2022-01-01,19137,IA,IOWA,MONTGOMERY COUNTY,88
871,2022-01-01,19139,IA,IOWA,MUSCATINE COUNTY,960
872,2022-01-01,19141,IA,IOWA,O'BRIEN COUNTY,105
873,2022-01-01,19143,IA,IOWA,OSCEOLA COUNTY,49
874,2022-01-01,19145,IA,IOWA,PAGE COUNTY,99
875,2022-01-01,19147,IA,IOWA,PALO ALTO COUNTY,91
876,2022-01-01,19149,IA,IOWA,PLYMOUTH COUNTY,156
877,2022-01-01,19151,IA,IOWA,POCAHONTAS COUNTY,92
878,2022-01-01,19153,IA,IOWA,POLK COUNTY,10056
879,2022-01-01,19155,IA,IOWA,POTTAWATTAMIE COUNTY,2747
880,2022-01-01,19157,IA,IOWA,POWESHIEK COUNTY,289
881,2022-01-01,19159,IA,IOWA,RINGGOLD COUNTY,49
882,2022-01-01,19161,IA,IOWA,SAC COUNTY,74
883,2022-01-01,19163,IA,IOWA,SCOTT COUNTY,5391
884,2022-01-01,19165,IA,IOWA,SHELBY COUNTY,106
885,2022-01-01,19167,IA,IOWA,SIOUX COUNTY,75
886,2022-01-01,19169,IA,IOWA,STORY COUNTY,609
887,2022-01-01,19171,IA,IOWA,TAMA COUNTY,194
888,2022-01-01,19173,IA,IOWA,TAYLOR COUNTY,39
889,2022-01-01,19175,IA,IOWA,UNION COUNTY,193
890,2022-01-01,19177,IA,IOWA,VAN BUREN COUNTY,87
891,2022-01-01,19179,IA,IOWA,WAPELLO COUNTY,977
892,2022-01-01,19181,IA,IOWA,WARREN COUNTY,431
893,2022-01-01,19183,IA,IOWA,WASHINGTON COUNTY,255
894,2022-01-01,19185,IA,IOWA,WAYNE COUNTY,44
895,2022-01-01,19187,IA,IOWA,WEBSTER COUNTY,873
896,2022-01-01,19189,IA,IOWA,WINNEBAGO COUNTY,89
897,2022-01-01,19191,IA,IOWA,WINNESHIEK COUNTY,85
898,2022-01-01,19193,IA,IOWA,WOODBURY COUNTY,2201
899,2022-01-01,19195,IA,IOWA,WORTH COUNTY,67
900,2022-01-01,19197,IA,IOWA,WRIGHT COUNTY,132
901,2022-01-01,19,IA,IOWA,**NOT AVAILABLE**,50
902,2022-01-01,20001,KS,KANSAS,ALLEN COUNTY,306
903,2022-01-01,20003,KS,KANSAS,ANDERSON COUNTY,49
904,2022-01-01,20005,KS,KANSAS,ATCHISON COUNTY,262
905,2022-01-01,20007,KS,KANSAS,BARBER COUNTY,25
906,2022-01-01,20009,KS,KANSAS,BARTON COUNTY,369
907,2022-01-01,20011,KS,KANSAS,BOURBON COUNTY,255
908,2022-01-01,20013,KS,KANSAS,BROWN COUNTY,150
909,2022-01-01,20015,KS,KANSAS,BUTLER COUNTY,847
910,2022-01-01,20017,KS,KANSAS,CHASE COUNTY,10
911,2022-01-01,20019,KS,KANSAS,CHAUTAUQUA COUNTY,39
912,2022-01-01,20021,KS,KANSAS,CHEROKEE COUNTY,384
913,2022-01-01,20025,KS,KANSAS,CLARK COUNTY,5
914,2022-01-01,20027,KS,KANSAS,CLAY COUNTY,81
915,2022-01-01,20029,KS,KANSAS,CLOUD COUNTY,111
916,2022-01-01,20031,KS,KANSAS,COFFEY COUNTY,54
917,2022-01-01,20033,KS,KANSAS,COMANCHE COUNTY,12
918,2022-01-01,20035,KS,KANSAS,COWLEY COUNTY,743
919,2022-01-01,20037,KS,KANSAS,CRAWFORD COUNTY,1035
920,2022-01-01,20039,KS,KANSAS,DECATUR COUNTY,16
921,2022-01-01,20041,KS,KANSAS,DICKINSON COUNTY,256
922,2022-01-01,20043,KS,KANSAS,DONIPHAN COUNTY,83
923,2022-01-01,20045,KS,KANSAS,DOUGLAS COUNTY,1064
924,2022-01-01,20047,KS,KANSAS,EDWARDS COUNTY,27
925,2022-01-01,20049,KS,KANSAS,ELK COUNTY,25
926,2022-01-01,20051,KS,KANSAS,ELLIS COUNTY,176
927,2022-01-01,20053,KS,KANSAS,ELLSWORTH COUNTY,46
928,2022-01-01,20055,KS,KANSAS,FINNEY COUNTY,379
929,2022-01-01,20057,KS,KANSAS,FORD COUNTY,327
930,2022-01-01,20059,KS,KANSAS,FRANKLIN COUNTY,308
931,2022-01-01,20061,KS,KANSAS,GEARY COUNTY,596
932,2022-01-01,20063,KS,KANSAS,GOVE COUNTY,7
933,2022-01-01,20065,KS,KANSAS,GRAHAM COUNTY,21
934,2022-01-01,20067,KS,KANSAS,GRANT COUNTY,32
935,2022-01-01,20069,KS,KANSAS,GRAY COUNTY,11
936,2022-01-01,20071,KS,KANSAS,GREELEY COUNTY,4
937,2022-01-01,20073,KS,KANSAS,GREENWOOD COUNTY,73
938,2022-01-01,20077,KS,KANSAS,HARPER COUNTY,52
939,2022-01-01,20079,KS,KANSAS,HARVEY COUNTY,697
940,2022-01-01,20081,KS,KANSAS,HASKELL COUNTY,8
941,2022-01-01,20085,KS,KANSAS,JACKSON COUNTY,177
942,2022-01-01,20087,KS,KANSAS,JEFFERSON COUNTY,152
943,2022-01-01,20089,KS,KANSAS,JEWELL COUNTY,32
944,2022-01-01,20091,KS,KANSAS,JOHNSON COUNTY,3727
945,2022-01-01,20093,KS,KANSAS,KEARNY COUNTY,15
946,2022-01-01,20095,KS,KANSAS,KINGMAN COUNTY,93
947,2022-01-01,20097,KS,KANSAS,KIOWA COUNTY,64
948,2022-01-01,20099,KS,KANSAS,LABETTE COUNTY,431
949,2022-01-01,20103,KS,KANSAS,LEAVENWORTH COUNTY,1293
950,2022-01-01,20105,KS,KANSAS,LINCOLN COUNTY,25
951,2022-01-01,20107,KS,KANSAS,LINN COUNTY,82
952,2022-01-01,20109,KS,KANSAS,LOGAN COUNTY,7
953,2022-01-01,20111,KS,KANSAS,LYON COUNTY,399
954,2022-01-01,20113,KS,KANSAS,MCPHERSON COUNTY,327
955,2022-01-01,20115,KS,KANSAS,MARION COUNTY,102
956,2022-01-01,20117,KS,KANSAS,MARSHALL COUNTY,65
957,2022-01-01,20119,KS,KANSAS,MEADE COUNTY,13
958,2022-01-01,20121,KS,KANSAS,MIAMI COUNTY,197
959,2022-01-01,20123,KS,KANSAS,MITCHELL COUNTY,78
960,2022-01-01,20125,KS,KANSAS,MONTGOMERY COUNTY,669
961,2022-01-01,20127,KS,KANSAS,MORRIS COUNTY,19
962,2022-01-01,20129,KS,KANSAS,MORTON COUNTY,18
963,2022-01-01,20131,KS,KANSAS,NEMAHA COUNTY,59
964,2022-01-01,20133,KS,KANSAS,NEOSHO COUNTY,285
965,2022-01-01,20135,KS,KANSAS,NESS COUNTY,34
966,2022-01-01,20137,KS,KANSAS,NORTON COUNTY,31
967,2022-01-01,20139,KS,KANSAS,OSAGE COUNTY,155
968,2022-01-01,20141,KS,KANSAS,OSBORNE COUNTY,38
969,2022-01-01,20143,KS,KANSAS,OTTAWA COUNTY,56
970,2022-01-01,20145,KS,KANSAS,PAWNEE COUNTY,59
971,2022-01-01,20147,KS,KANSAS,PHILLIPS COUNTY,17
972,2022-01-01,20149,KS,KANSAS,POTTAWATOMIE COUNTY,128
973,2022-01-01,20151,KS,KANSAS,PRATT COUNTY,134
974,2022-01-01,20153,KS,KANSAS,RAWLINS COUNTY,5
975,2022-01-01,20155,KS,KANSAS,RENO COUNTY,1692
976,2022-01-01,20157,KS,KANSAS,REPUBLIC COUNTY,31
977,2022-01-01,20159,KS,KANSAS,RICE COUNTY,116
978,2022-01-01,20161,KS,KANSAS,RILEY COUNTY,800
979,2022-01-01,20163,KS,KANSAS,ROOKS COUNTY,32
980,2022-01-01,20165,KS,KANSAS,RUSH COUNTY,37
981,2022-01-01,20167,KS,KANSAS,RUSSELL COUNTY,67
982,2022-01-01,20169,KS,KANSAS,SALINE COUNTY,1523
983,2022-01-01,20171,KS,KANSAS,SCOTT COUNTY,21
984,2022-01-01,20173,KS,KANSAS,SEDGWICK COUNTY,13440
985,2022-01-01,20175,KS,KANSAS,SEWARD COUNTY,118
986,2022-01-01,20177,KS,KANSAS,SHAWNEE COUNTY,4350
987,2022-01-01,20179,KS,KANSAS,SHERIDAN COUNTY,3
988,2022-01-01,20181,KS,KANSAS,SHERMAN COUNTY,47
989,2022-01-01,20183,KS,KANSAS,SMITH COUNTY,29
990,2022-01-01,20185,KS,KANSAS,STAFFORD COUNTY,26
991,2022-01-01,20187,KS,KANSAS,STANTON COUNTY,3
992,2022-01-01,20189,KS,KANSAS,STEVENS COUNTY,9
993,2022-01-01,20191,KS,KANSAS,SUMNER COUNTY,326
994,2022-01-01,20193,KS,KANSAS,THOMAS COUNTY,22
995,2022-01-01,20195,KS,KANSAS,TREGO COUNTY,9
996,2022-01-01,20197,KS,KANSAS,WABAUNSEE COUNTY,43
997,2022-01-01,20199,KS,KANSAS,WALLACE COUNTY,1
998,2022-01-01,20201,KS,KANSAS,WASHINGTON COUNTY,26
999,2022-01-01,20203,KS,KANSAS,WICHITA COUNTY,5
1000,2022-01-01,20205,KS,KANSAS,WILSON COUNTY,114
1001,2022-01-01,20207,KS,KANSAS,WOODSON COUNTY,55
1002,2022-01-01,20209,KS,KANSAS,WYANDOTTE COUNTY,6427
1003,2022-01-01,20,KS,KANSAS,**NOT AVAILABLE**,33
1004,2022-01-01,20023,KS,KANSAS,CHEYENNE COUNTY,3
1005,2022-01-01,20083,KS,KANSAS,HODGEMAN COUNTY,3
1006,2022-01-01,20101,KS,KANSAS,LANE COUNTY,4
1007,2022-01-01,20075,KS,KANSAS,HAMILTON COUNTY,7
1008,2022-01-01,21001,KY,KENTUCKY,ADAIR COUNTY,867
1009,2022-01-01,21003,KY,KENTUCKY,ALLEN COUNTY,892
1010,2022-01-01,21005,KY,KENTUCKY,ANDERSON COUNTY,714
1011,2022-01-01,21007,KY,KENTUCKY,BALLARD COUNTY,377
1012,2022-01-01,21009,KY,KENTUCKY,BARREN COUNTY,1663
1013,2022-01-01,21011,KY,KENTUCKY,BATH COUNTY,896
1014,2022-01-01,21013,KY,KENTUCKY,BELL COUNTY,3070
1015,2022-01-01,21015,KY,KENTUCKY,BOONE COUNTY,2685
1016,2022-01-01,21017,KY,KENTUCKY,BOURBON COUNTY,1056
1017,2022-01-01,21019,KY,KENTUCKY,BOYD COUNTY,3619
1018,2022-01-01,21021,KY,KENTUCKY,BOYLE COUNTY,1306
1019,2022-01-01,21023,KY,KENTUCKY,BRACKEN COUNTY,293
1020,2022-01-01,21025,KY,KENTUCKY,BREATHITT COUNTY,1219
1021,2022-01-01,21027,KY,KENTUCKY,BRECKINRIDGE COUNTY,665
1022,2022-01-01,21029,KY,KENTUCKY,BULLITT COUNTY,2491
1023,2022-01-01,21031,KY,KENTUCKY,BUTLER COUNTY,517
1024,2022-01-01,21033,KY,KENTUCKY,CALDWELL COUNTY,388
1025,2022-01-01,21035,KY,KENTUCKY,CALLOWAY COUNTY,891
1026,2022-01-01,21037,KY,KENTUCKY,CAMPBELL COUNTY,3116
1027,2022-01-01,21039,KY,KENTUCKY,CARLISLE COUNTY,154
1028,2022-01-01,21041,KY,KENTUCKY,CARROLL COUNTY,650
1029,2022-01-01,21043,KY,KENTUCKY,CARTER COUNTY,1697
1030,2022-01-01,21045,KY,KENTUCKY,CASEY COUNTY,924
1031,2022-01-01,21047,KY,KENTUCKY,CHRISTIAN COUNTY,3533
1032,2022-01-01,21049,KY,KENTUCKY,CLARK COUNTY,2409
1033,2022-01-01,21051,KY,KENTUCKY,CLAY COUNTY,2523
1034,2022-01-01,21053,KY,KENTUCKY,CLINTON COUNTY,807
1035,2022-01-01,21055,KY,KENTUCKY,CRITTENDEN COUNTY,249
1036,2022-01-01,21057,KY,KENTUCKY,CUMBERLAND COUNTY,530
1037,2022-01-01,21059,KY,KENTUCKY,DAVIESS COUNTY,5094
1038,2022-01-01,21061,KY,KENTUCKY,EDMONSON COUNTY,494
1039,2022-01-01,21063,KY,KENTUCKY,ELLIOTT COUNTY,331
1040,2022-01-01,21065,KY,KENTUCKY,ESTILL COUNTY,1395
1041,2022-01-01,21067,KY,KENTUCKY,FAYETTE COUNTY,12369
1042,2022-01-01,21069,KY,KENTUCKY,FLEMING COUNTY,738
1043,2022-01-01,21071,KY,KENTUCKY,FLOYD COUNTY,3392
1044,2022-01-01,21073,KY,KENTUCKY,FRANKLIN COUNTY,1772
1045,2022-01-01,21075,KY,KENTUCKY,FULTON COUNTY,398
1046,2022-01-01,21077,KY,KENTUCKY,GALLATIN COUNTY,319
1047,2022-01-01,21079,KY,KENTUCKY,GARRARD COUNTY,929
1048,2022-01-01,21081,KY,KENTUCKY,GRANT COUNTY,1141
1049,2022-01-01,21083,KY,KENTUCKY,GRAVES COUNTY,1304
1050,2022-01-01,21085,KY,KENTUCKY,GRAYSON COUNTY,1065
1051,2022-01-01,21087,KY,KENTUCKY,GREEN COUNTY,429
1052,2022-01-01,21089,KY,KENTUCKY,GREENUP COUNTY,1849
1053,2022-01-01,21091,KY,KENTUCKY,HANCOCK COUNTY,163
1054,2022-01-01,21093,KY,KENTUCKY,HARDIN COUNTY,4056
1055,2022-01-01,21095,KY,KENTUCKY,HARLAN COUNTY,2022
1056,2022-01-01,21097,KY,KENTUCKY,HARRISON COUNTY,846
1057,2022-01-01,21099,KY,KENTUCKY,HART COUNTY,618
1058,2022-01-01,21101,KY,KENTUCKY,HENDERSON COUNTY,2626
1059,2022-01-01,21103,KY,KENTUCKY,HENRY COUNTY,558
1060,2022-01-01,21105,KY,KENTUCKY,HICKMAN COUNTY,108
1061,2022-01-01,21107,KY,KENTUCKY,HOPKINS COUNTY,2637
1062,2022-01-01,21109,KY,KENTUCKY,JACKSON COUNTY,1093
1063,2022-01-01,21111,KY,KENTUCKY,JEFFERSON COUNTY,36989
1064,2022-01-01,21113,KY,KENTUCKY,JESSAMINE COUNTY,2275
1065,2022-01-01,21115,KY,KENTUCKY,JOHNSON COUNTY,1524
1066,2022-01-01,21117,KY,KENTUCKY,KENTON COUNTY,6806
1067,2022-01-01,21119,KY,KENTUCKY,KNOTT COUNTY,1678
1068,2022-01-01,21121,KY,KENTUCKY,KNOX COUNTY,2979
1069,2022-01-01,21123,KY,KENTUCKY,LARUE COUNTY,570
1070,2022-01-01,21125,KY,KENTUCKY,LAUREL COUNTY,5663
1071,2022-01-01,21127,KY,KENTUCKY,LAWRENCE COUNTY,828
1072,2022-01-01,21129,KY,KENTUCKY,LEE COUNTY,641
1073,2022-01-01,21131,KY,KENTUCKY,LESLIE COUNTY,699
1074,2022-01-01,21133,KY,KENTUCKY,LETCHER COUNTY,1503
1075,2022-01-01,21135,KY,KENTUCKY,LEWIS COUNTY,941
1076,2022-01-01,21137,KY,KENTUCKY,LINCOLN COUNTY,1319
1077,2022-01-01,21139,KY,KENTUCKY,LIVINGSTON COUNTY,269
1078,2022-01-01,21141,KY,KENTUCKY,LOGAN COUNTY,1026
1079,2022-01-01,21143,KY,KENTUCKY,LYON COUNTY,176
1080,2022-01-01,21145,KY,KENTUCKY,MCCRACKEN COUNTY,2809
1081,2022-01-01,21147,KY,KENTUCKY,MCCREARY COUNTY,1757
1082,2022-01-01,21149,KY,KENTUCKY,MCLEAN COUNTY,292
1083,2022-01-01,21151,KY,KENTUCKY,MADISON COUNTY,4980
1084,2022-01-01,21153,KY,KENTUCKY,MAGOFFIN COUNTY,1024
1085,2022-01-01,21155,KY,KENTUCKY,MARION COUNTY,903
1086,2022-01-01,21157,KY,KENTUCKY,MARSHALL COUNTY,896
1087,2022-01-01,21159,KY,KENTUCKY,MARTIN COUNTY,873
1088,2022-01-01,21161,KY,KENTUCKY,MASON COUNTY,685
1089,2022-01-01,21163,KY,KENTUCKY,MEADE COUNTY,915
1090,2022-01-01,21165,KY,KENTUCKY,MENIFEE COUNTY,339
1091,2022-01-01,21167,KY,KENTUCKY,MERCER COUNTY,916
1092,2022-01-01,21169,KY,KENTUCKY,METCALFE COUNTY,427
1093,2022-01-01,21171,KY,KENTUCKY,MONROE COUNTY,477
1094,2022-01-01,21173,KY,KENTUCKY,MONTGOMERY COUNTY,1813
1095,2022-01-01,21175,KY,KENTUCKY,MORGAN COUNTY,564
1096,2022-01-01,21177,KY,KENTUCKY,MUHLENBERG COUNTY,1125
1097,2022-01-01,21179,KY,KENTUCKY,NELSON COUNTY,909
1098,2022-01-01,21181,KY,KENTUCKY,NICHOLAS COUNTY,417
1099,2022-01-01,21183,KY,KENTUCKY,OHIO COUNTY,991
1100,2022-01-01,21185,KY,KENTUCKY,OLDHAM COUNTY,516
1101,2022-01-01,21187,KY,KENTUCKY,OWEN COUNTY,389
1102,2022-01-01,21189,KY,KENTUCKY,OWSLEY COUNTY,550
1103,2022-01-01,21191,KY,KENTUCKY,PENDLETON COUNTY,587
1104,2022-01-01,21193,KY,KENTUCKY,PERRY COUNTY,3127
1105,2022-01-01,21195,KY,KENTUCKY,PIKE COUNTY,3326
1106,2022-01-01,21197,KY,KENTUCKY,POWELL COUNTY,950
1107,2022-01-01,21199,KY,KENTUCKY,PULASKI COUNTY,4940
1108,2022-01-01,21201,KY,KENTUCKY,ROBERTSON COUNTY,86
1109,2022-01-01,21203,KY,KENTUCKY,ROCKCASTLE COUNTY,1481
1110,2022-01-01,21205,KY,KENTUCKY,ROWAN COUNTY,1855
1111,2022-01-01,21207,KY,KENTUCKY,RUSSELL COUNTY,1180
1112,2022-01-01,21209,KY,KENTUCKY,SCOTT COUNTY,1578
1113,2022-01-01,21211,KY,KENTUCKY,SHELBY COUNTY,1199
1114,2022-01-01,21213,KY,KENTUCKY,SIMPSON COUNTY,596
1115,2022-01-01,21215,KY,KENTUCKY,SPENCER COUNTY,285
1116,2022-01-01,21217,KY,KENTUCKY,TAYLOR COUNTY,1309
1117,2022-01-01,21219,KY,KENTUCKY,TODD COUNTY,295
1118,2022-01-01,21221,KY,KENTUCKY,TRIGG COUNTY,272
1119,2022-01-01,21223,KY,KENTUCKY,TRIMBLE COUNTY,286
1120,2022-01-01,21225,KY,KENTUCKY,UNION COUNTY,578
1121,2022-01-01,21227,KY,KENTUCKY,WARREN COUNTY,6429
1122,2022-01-01,21229,KY,KENTUCKY,WASHINGTON COUNTY,415
1123,2022-01-01,21231,KY,KENTUCKY,WAYNE COUNTY,1865
1124,2022-01-01,21233,KY,KENTUCKY,WEBSTER COUNTY,515
1125,2022-01-01,21235,KY,KENTUCKY,WHITLEY COUNTY,3516
1126,2022-01-01,21237,KY,KENTUCKY,WOLFE COUNTY,772
1127,2022-01-01,21239,KY,KENTUCKY,WOODFORD COUNTY,646
1128,2022-01-01,21,KY,KENTUCKY,**NOT AVAILABLE**,326
1129,2022-01-01,22001,LA,LOUISIANA,ACADIA PARISH,3840
1130,2022-01-01,22003,LA,LOUISIANA,ALLEN PARISH,880
1131,2022-01-01,22005,LA,LOUISIANA,ASCENSION PARISH,3247
1132,2022-01-01,22007,LA,LOUISIANA,ASSUMPTION PARISH,1264
1133,2022-01-01,22009,LA,LOUISIANA,AVOYELLES PARISH,2180
1134,2022-01-01,22011,LA,LOUISIANA,BEAUREGARD PARISH,946
1135,2022-01-01,22013,LA,LOUISIANA,BIENVILLE PARISH,659
1136,2022-01-01,22015,LA,LOUISIANA,BOSSIER PARISH,3645
1137,2022-01-01,22017,LA,LOUISIANA,CADDO PARISH,17021
1138,2022-01-01,22019,LA,LOUISIANA,CALCASIEU PARISH,7045
1139,2022-01-01,22021,LA,LOUISIANA,CALDWELL PARISH,437
1140,2022-01-01,22023,LA,LOUISIANA,CAMERON PARISH,105
1141,2022-01-01,22025,LA,LOUISIANA,CATAHOULA PARISH,458
1142,2022-01-01,22027,LA,LOUISIANA,CLAIBORNE PARISH,527
1143,2022-01-01,22029,LA,LOUISIANA,CONCORDIA PARISH,1250
1144,2022-01-01,22031,LA,LOUISIANA,DE SOTO PARISH,901
1145,2022-01-01,22033,LA,LOUISIANA,EAST BATON ROUGE PARISH,22128
1146,2022-01-01,22035,LA,LOUISIANA,EAST CARROLL PARISH,331
1147,2022-01-01,22037,LA,LOUISIANA,EAST FELICIANA PARISH,463
1148,2022-01-01,22039,LA,LOUISIANA,EVANGELINE PARISH,1356
1149,2022-01-01,22041,LA,LOUISIANA,FRANKLIN PARISH,1308
1150,2022-01-01,22043,LA,LOUISIANA,GRANT PARISH,743
1151,2022-01-01,22045,LA,LOUISIANA,IBERIA PARISH,5170
1152,2022-01-01,22047,LA,LOUISIANA,IBERVILLE PARISH,1420
1153,2022-01-01,22049,LA,LOUISIANA,JACKSON PARISH,440
1154,2022-01-01,22051,LA,LOUISIANA,JEFFERSON PARISH,16512
1155,2022-01-01,22053,LA,LOUISIANA,JEFFERSON DAVIS PARISH,1940
1156,2022-01-01,22055,LA,LOUISIANA,LAFAYETTE PARISH,10651
1157,2022-01-01,22057,LA,LOUISIANA,LAFOURCHE PARISH,4926
